time,Master4Paths4.timeDiff_Std.ScaledTimeDiff:vector
2.85,1.39339e-06
2.86,1.39463e-06
2.87,1.36958e-06
2.88,1.34453e-06
2.89,1.2916e-06
2.9,1.15224e-06
2.91,1.00049e-06
2.92,8.35896e-07
2.93,6.18916e-07
2.94,4.59093e-07
2.95,3.44913e-07
2.96,1.65289e-07
2.97,5.7075e-08
2.98,4.3585e-08
2.99,1.17435e-07
3,2.05629e-07
3.01,2.96529e-07
3.02,3.82369e-07
3.03,4.66027e-07
3.04,5.47637e-07
3.05,6.22261e-07
3.06,6.92581e-07
3.07,7.62901e-07
3.08,8.26606e-07
3.09,8.83526e-07
3.1,9.24357e-07
3.11,1.00107e-06
3.12,1.1412e-06
3.13,1.27134e-06
3.14,1.36833e-06
3.15,1.37017e-06
3.16,1.36255e-06
3.17,1.34103e-06
3.18,1.24957e-06
3.19,1.15811e-06
3.2,1.06665e-06
3.21,1.02024e-06
3.22,9.75887e-07
3.23,9.33917e-07
3.24,8.59878e-07
3.25,7.87847e-07
3.26,7.31377e-07
3.27,6.11485e-07
3.28,4.69703e-07
3.29,3.27913e-07
3.3,2.48397e-07
3.31,2.07308e-07
3.32,1.66218e-07
3.33,1.82822e-07
3.34,2.58622e-07
3.35,3.99691e-07
3.36,5.17118e-07
3.37,5.85728e-07
3.38,6.54346e-07
3.39,7.43199e-07
3.4,8.94719e-07
3.41,1.09948e-06
3.42,1.33871e-06
3.43,1.64876e-06
3.44,1.95882e-06
3.45,2.26889e-06
3.46,2.44869e-06
3.47,2.62981e-06
3.48,2.81391e-06
3.49,2.90001e-06
3.5,2.92568e-06
3.51,2.84798e-06
3.52,2.72279e-06
3.53,2.58925e-06
3.54,2.49153e-06
3.55,2.38558e-06
3.56,2.27261e-06
3.57,2.12688e-06
3.58,2.00742e-06
3.59,1.91489e-06
3.6,1.82235e-06
3.61,1.70888e-06
3.62,1.55943e-06
3.63,1.40999e-06
3.64,1.26705e-06
3.65,1.14429e-06
3.66,1.12364e-06
3.67,1.15087e-06
3.68,1.1781e-06
3.69,1.20489e-06
3.7,1.23132e-06
3.71,1.35705e-06
3.72,1.39978e-06
3.73,1.33193e-06
3.74,1.15296e-06
3.75,9.81644e-07
3.76,8.66174e-07
3.77,8.65981e-07
3.78,8.90753e-07
3.79,8.48383e-07
3.8,9.0168e-07
3.81,1.02103e-06
3.82,1.26497e-06
3.83,1.5173e-06
3.84,1.77825e-06
3.85,1.93799e-06
3.86,2.05536e-06
3.87,2.11302e-06
3.88,1.91674e-06
3.89,1.64599e-06
3.9,1.33533e-06
3.91,1.02466e-06
3.92,7.36821e-07
3.93,6.16941e-07
3.94,5.61216e-07
3.95,5.57036e-07
3.96,5.52856e-07
3.97,5.69068e-07
3.98,6.12178e-07
3.99,6.55297e-07
4,7.24734e-07
4.01,8.53954e-07
4.02,9.5908e-07
4.03,1.05591e-06
4.04,1.15274e-06
4.05,1.21579e-06
4.06,1.25193e-06
4.07,1.18387e-06
4.08,1.11581e-06
4.09,1.04775e-06
4.1,9.49672e-07
4.11,8.56613e-07
4.12,7.75943e-07
4.13,7.71458e-07
4.14,7.79241e-07
4.15,7.67471e-07
4.16,7.78117e-07
4.17,8.01787e-07
4.18,8.44407e-07
4.19,8.85583e-07
4.2,9.25603e-07
4.21,8.55958e-07
4.22,7.85588e-07
4.23,7.15218e-07
4.24,6.4484e-07
4.25,5.67851e-07
4.26,4.75771e-07
4.27,3.26681e-07
4.28,1.58904e-07
4.29,-4.296e-09
4.3,-9.7905e-08
4.31,-1.46832e-07
4.32,-1.67332e-07
4.33,-1.98939e-07
4.34,-2.41939e-07
4.35,-2.08474e-07
4.36,-1.84454e-07
4.37,-1.86154e-07
4.38,-1.92046e-07
4.39,-1.97315e-07
4.4,-1.97515e-07
4.41,-1.40711e-07
4.42,-6.2877e-08
4.43,-2.6387e-08
4.44,-3.6388e-08
4.45,-8.3688e-08
4.46,-5.6159e-08
4.47,-4.1898e-08
4.48,-4.5798e-08
4.49,-2.17781e-07
4.5,-3.78062e-07
4.51,-4.54072e-07
4.52,-4.36559e-07
4.53,-3.89848e-07
4.54,-3.56668e-07
4.55,-3.68451e-07
4.56,-4.0786e-07
4.57,-4.4727e-07
4.58,-4.80599e-07
4.59,-5.07709e-07
4.6,-6.06827e-07
4.61,-7.33592e-07
4.62,-8.98722e-07
4.63,-9.65262e-07
4.64,-9.80338e-07
4.65,-9.10068e-07
4.66,-9.49443e-07
4.67,-1.00502e-06
4.68,-7.9765e-07
4.69,-6.10401e-07
4.7,-4.39221e-07
4.71,-4.51582e-07
4.72,-4.79872e-07
4.73,-5.27882e-07
4.74,-4.77618e-07
4.75,-4.23268e-07
4.76,-3.93388e-07
4.77,-3.37289e-07
4.78,-2.73425e-07
4.79,-2.15135e-07
4.8,-1.7801e-07
4.81,-1.63967e-07
4.82,-3.24377e-07
4.83,-4.27118e-07
4.84,-4.70728e-07
4.85,-6.15623e-07
4.86,-7.98987e-07
4.87,-1.03552e-06
4.88,-1.12619e-06
4.89,-1.15191e-06
4.9,-1.08555e-06
4.91,-1.10211e-06
4.92,-1.15852e-06
4.93,-1.22296e-06
4.94,-1.27091e-06
4.95,-1.30565e-06
4.96,-1.30981e-06
4.97,-1.31375e-06
4.98,-1.31769e-06
4.99,-1.24323e-06
5,-1.13052e-06
5.01,-9.57949e-07
5.02,-7.49191e-07
5.03,-5.27909e-07
5.04,-3.06619e-07
5.05,-3.9753e-08
5.06,2.51296e-07
5.07,4.73006e-07
5.08,6.57479e-07
5.09,8.03699e-07
5.1,7.84813e-07
5.11,7.37471e-07
5.12,6.62301e-07
5.13,5.87124e-07
5.14,4.96609e-07
5.15,3.58419e-07
5.16,2.56843e-07
5.17,1.76133e-07
5.18,1.22843e-07
5.19,8.1859e-08
5.2,5.0769e-08
5.21,1.9669e-08
5.22,7.3201e-08
5.23,2.38001e-07
5.24,4.50747e-07
5.25,6.75843e-07
5.26,9.12473e-07
5.27,1.14911e-06
5.28,1.38575e-06
5.29,1.6224e-06
5.3,1.87432e-06
5.31,2.13197e-06
5.32,2.32624e-06
5.33,2.47828e-06
5.34,2.58696e-06
5.35,2.79896e-06
5.36,2.91769e-06
5.37,2.86369e-06
5.38,2.7035e-06
5.39,2.51399e-06
5.4,2.31337e-06
5.41,2.18363e-06
5.42,2.0871e-06
5.43,1.99057e-06
5.44,1.95071e-06
5.45,1.95627e-06
5.46,1.92688e-06
5.47,1.94848e-06
5.48,2.03755e-06
5.49,2.15812e-06
5.5,2.19093e-06
5.51,2.0127e-06
5.52,1.77449e-06
5.53,1.55543e-06
5.54,1.51638e-06
5.55,1.40839e-06
5.56,1.25793e-06
5.57,1.10747e-06
5.58,9.69333e-07
5.59,8.43863e-07
5.6,7.36461e-07
5.61,6.41847e-07
5.62,5.66867e-07
5.63,4.91888e-07
5.64,4.26899e-07
5.65,3.92819e-07
5.66,4.51707e-07
5.67,5.39374e-07
5.68,5.18294e-07
5.69,5.50125e-07
5.7,6.24235e-07
5.71,6.98356e-07
5.72,7.61636e-07
5.73,8.10556e-07
5.74,7.74042e-07
5.75,7.01263e-07
5.76,5.75683e-07
5.77,4.50104e-07
5.78,3.23469e-07
5.79,1.92079e-07
5.8,6.055e-09
5.81,-2.09607e-07
5.82,-3.56817e-07
5.83,-4.73301e-07
5.84,-5.58211e-07
5.85,-6.72352e-07
5.86,-7.77088e-07
5.87,-8.62008e-07
5.88,-9.13817e-07
5.89,-9.57647e-07
5.9,-1.00148e-06
5.91,-9.85494e-07
5.92,-9.39924e-07
5.93,-8.81554e-07
5.94,-8.05958e-07
5.95,-7.16588e-07
5.96,-6.03645e-07
5.97,-5.0579e-07
5.98,-4.2801e-07
5.99,-3.5023e-07
6,-2.45552e-07
6.01,-7.9462e-08
6.02,4.5412e-08
6.03,1.48795e-07
6.04,2.19195e-07
6.05,3.06366e-07
6.06,3.96468e-07
6.07,3.60888e-07
6.08,3.25304e-07
6.09,2.89714e-07
6.1,2.68741e-07
6.11,2.52427e-07
6.12,2.42237e-07
6.13,2.36554e-07
6.14,2.31965e-07
6.15,2.27375e-07
6.16,2.22786e-07
6.17,2.07972e-07
6.18,1.16882e-07
6.19,2.8169e-08
6.2,-5.8631e-08
6.21,-1.37283e-07
6.22,-1.826e-07
6.23,-1.841e-07
6.24,-1.856e-07
6.25,-1.70243e-07
6.26,-1.16653e-07
6.27,2.73e-09
6.28,1.41161e-07
6.29,2.62461e-07
6.3,3.91195e-07
6.31,5.14955e-07
6.32,4.73275e-07
6.33,4.9264e-07
6.34,5.7455e-07
6.35,6.15307e-07
6.36,7.15461e-07
6.37,9.22491e-07
6.38,1.11195e-06
6.39,1.29718e-06
6.4,1.48242e-06
6.41,1.56157e-06
6.42,1.57554e-06
6.43,1.47349e-06
6.44,1.36188e-06
6.45,1.24262e-06
6.46,1.12336e-06
6.47,1.00762e-06
6.48,8.96552e-07
6.49,8.04515e-07
6.5,7.22301e-07
6.51,6.55921e-07
6.52,5.99969e-07
6.53,5.4759e-07
6.54,4.9521e-07
6.55,4.4283e-07
6.56,3.91149e-07
6.57,3.51269e-07
6.58,2.48295e-07
6.59,8.0705e-08
6.6,-6.3049e-08
6.61,-1.85206e-07
6.62,-2.73506e-07
6.63,-1.76019e-07
6.64,-5.2012e-08
6.65,1.4388e-08
6.66,8.0788e-08
6.67,1.40355e-07
6.68,1.49555e-07
6.69,1.35549e-07
6.7,1.02959e-07
6.71,6.4604e-08
6.72,2.6211e-08
6.73,-1.2189e-08
6.74,-6.036e-09
6.75,8.382e-09
6.76,2.6282e-08
6.77,4.4183e-08
6.78,5.4468e-08
6.79,2.9978e-08
6.8,6.721e-09
6.81,-8.58e-09
6.82,9.872e-08
6.83,2.70692e-07
6.84,5.09002e-07
6.85,8.32947e-07
6.86,1.16318e-06
6.87,1.49342e-06
6.88,1.67375e-06
6.89,1.77137e-06
6.9,1.72403e-06
6.91,1.60786e-06
6.92,1.45941e-06
6.93,1.31095e-06
6.94,1.16814e-06
6.95,1.02988e-06
6.96,9.03537e-07
6.97,7.86338e-07
6.98,6.81068e-07
6.99,5.94488e-07
7,5.17392e-07
7.01,4.55512e-07
7.02,4.10719e-07
7.03,3.93883e-07
7.04,4.76593e-07
7.05,5.6196e-07
7.06,6.42762e-07
7.07,6.16282e-07
7.08,5.89704e-07
7.09,5.63024e-07
7.1,3.98396e-07
7.11,2.23503e-07
7.12,4.8603e-08
7.13,-6.8048e-08
7.14,-1.57136e-07
7.15,-2.04236e-07
7.16,-1.52018e-07
7.17,-5.3327e-08
7.18,4.5373e-08
7.19,9.5429e-08
7.2,1.06629e-07
7.21,3.4069e-08
7.22,-3.9031e-08
7.23,-1.12131e-07
7.24,-2.32291e-07
7.25,-4.04365e-07
7.26,-6.78185e-07
7.27,-9.27322e-07
7.28,-1.15991e-06
7.29,-1.35615e-06
7.3,-1.61278e-06
7.31,-1.89212e-06
7.32,-1.92699e-06
7.33,-1.89246e-06
7.34,-1.78692e-06
7.35,-1.73438e-06
7.36,-1.65364e-06
7.37,-1.51789e-06
7.38,-1.3482e-06
7.39,-1.17663e-06
7.4,-1.02457e-06
7.41,-8.706e-07
7.42,-7.15728e-07
7.43,-5.60848e-07
7.44,-4.19135e-07
7.45,-2.87945e-07
7.46,-1.96084e-07
7.47,-1.19905e-07
7.48,-6.4115e-08
7.49,-2.6563e-08
7.5,5.844e-09
7.51,3.2844e-08
7.52,5.6645e-08
7.53,7.9346e-08
7.54,1.02046e-07
7.55,1.24747e-07
7.56,1.47845e-07
7.57,1.77845e-07
7.58,1.67382e-07
7.59,1.15492e-07
7.6,6.127e-08
7.61,1.884e-09
7.62,-6.6016e-08
7.63,-6.8586e-08
7.64,-5.5296e-08
7.65,-4.2006e-08
7.66,-2.5309e-08
7.67,-7.017e-09
7.68,1.1283e-08
7.69,-3.6906e-08
7.7,-1.38306e-07
7.71,-3.65174e-07
7.72,-5.92888e-07
7.73,-8.20608e-07
7.74,-1.03653e-06
7.75,-1.20992e-06
7.76,-1.29076e-06
7.77,-1.25063e-06
7.78,-1.14821e-06
7.79,-9.52542e-07
7.8,-7.46962e-07
7.81,-5.41566e-07
7.82,-4.43686e-07
7.83,-3.42395e-07
7.84,-2.37605e-07
7.85,-3.121e-08
7.86,1.09042e-07
7.87,1.23342e-07
7.88,1.12205e-07
7.89,1.05966e-07
7.9,1.33766e-07
7.91,1.49367e-07
7.92,1.59268e-07
7.93,1.69168e-07
7.94,1.79068e-07
7.95,1.88968e-07
7.96,1.93504e-07
7.97,2.10996e-07
7.98,2.45596e-07
7.99,1.2457e-07
8,-2.7566e-08
8.01,-1.96566e-07
8.02,-2.22921e-07
8.03,-1.94033e-07
8.04,-1.38043e-07
8.05,-8.1062e-08
8.06,-2.3471e-08
8.07,3.4129e-08
8.08,8.8614e-08
8.09,1.39914e-07
8.1,2.08809e-07
8.11,2.61617e-07
8.12,2.84617e-07
8.13,2.78246e-07
8.14,2.67591e-07
8.15,2.65701e-07
8.16,2.61428e-07
8.17,2.50943e-07
8.18,2.02553e-07
8.19,1.78057e-07
8.2,1.72667e-07
8.21,2.32353e-07
8.22,3.49745e-07
8.23,5.42755e-07
8.24,7.29865e-07
8.25,9.44127e-07
8.26,1.22237e-06
8.27,1.39671e-06
8.28,1.51704e-06
8.29,1.55498e-06
8.3,1.51373e-06
8.31,1.42027e-06
8.32,1.27161e-06
8.33,1.08531e-06
8.34,8.60542e-07
8.35,6.35763e-07
8.36,3.82992e-07
8.37,8.2102e-08
8.38,-1.69845e-07
8.39,-3.77502e-07
8.4,-4.84912e-07
8.41,-4.95469e-07
8.42,-4.4555e-07
8.43,-2.8186e-07
8.44,-1.18164e-07
8.45,4.5536e-08
8.46,1.00945e-07
8.47,1.49329e-07
8.48,1.89229e-07
8.49,2.09806e-07
8.5,2.23077e-07
8.51,2.26277e-07
8.52,1.29516e-07
8.53,-1.676e-09
8.54,-1.32876e-07
8.55,-1.79406e-07
8.56,-1.73207e-07
8.57,-1.58217e-07
8.58,-1.41993e-07
8.59,-1.24503e-07
8.6,-1.00123e-07
8.61,-5.6827e-08
8.62,1.7973e-08
8.63,1.13857e-07
8.64,2.04175e-07
8.65,2.61275e-07
8.66,3.18382e-07
8.67,3.64663e-07
8.68,3.30473e-07
8.69,2.74397e-07
8.7,2.00807e-07
8.71,2.4877e-08
8.72,-1.51726e-07
8.73,-3.28336e-07
8.74,-4.17868e-07
8.75,-5.14752e-07
8.76,-6.58272e-07
8.77,-7.85271e-07
8.78,-8.74315e-07
8.79,-8.16645e-07
8.8,-8.17334e-07
8.81,-8.52889e-07
8.82,-8.70009e-07
8.83,-8.86585e-07
8.84,-9.02605e-07
8.85,-1.01745e-06
8.86,-1.13956e-06
8.87,-1.2613e-06
8.88,-1.36402e-06
8.89,-1.46058e-06
8.9,-1.55223e-06
8.91,-1.53673e-06
8.92,-1.45742e-06
8.93,-1.27686e-06
8.94,-1.09535e-06
8.95,-9.13082e-07
8.96,-7.30811e-07
8.97,-5.48536e-07
8.98,-3.66256e-07
8.99,-1.53204e-07
9,4.9988e-08
9.01,2.20088e-07
9.02,3.52086e-07
9.03,4.70331e-07
9.04,5.85541e-07
9.05,6.49722e-07
9.06,6.78874e-07
9.07,6.45694e-07
9.08,6.25922e-07
9.09,6.19942e-07
9.1,6.148e-07
9.11,5.70694e-07
9.12,4.59714e-07
9.13,4.73029e-07
9.14,5.2289e-07
9.15,5.931e-07
9.16,5.45591e-07
9.17,4.49593e-07
9.18,4.02513e-07
9.19,3.65156e-07
9.2,3.35576e-07
9.21,3.05986e-07
9.22,2.76396e-07
9.23,2.46806e-07
9.24,2.58258e-07
9.25,2.25728e-07
9.26,7.9038e-08
9.27,-2.268e-09
9.28,-7.6626e-08
9.29,-2.22226e-07
9.3,-2.42324e-07
9.31,-1.83049e-07
9.32,-9.3159e-08
9.33,3.7891e-08
9.34,2.11091e-07
9.35,3.67917e-07
9.36,5.68354e-07
9.37,8.45874e-07
9.38,1.04554e-06
9.39,1.22637e-06
9.4,1.40721e-06
9.41,1.5292e-06
9.42,1.63084e-06
9.43,1.78719e-06
9.44,1.91684e-06
9.45,2.0251e-06
9.46,2.1112e-06
9.47,2.14241e-06
9.48,2.10178e-06
9.49,2.04725e-06
9.5,1.91923e-06
9.51,1.62878e-06
9.52,1.33832e-06
9.53,1.08681e-06
9.54,1.01055e-06
9.55,8.56458e-07
9.56,6.5726e-07
9.57,5.0628e-07
9.58,4.02205e-07
9.59,3.46325e-07
9.6,2.62792e-07
9.61,1.26044e-07
9.62,-9.8456e-08
9.63,-2.2361e-07
9.64,-3.18552e-07
9.65,-3.93962e-07
9.66,-3.70053e-07
9.67,-3.16066e-07
9.68,-3.84376e-07
9.69,-4.43017e-07
9.7,-4.93927e-07
9.71,-6.90495e-07
9.72,-8.86451e-07
9.73,-1.08048e-06
9.74,-1.27452e-06
9.75,-1.41363e-06
9.76,-1.42727e-06
9.77,-1.37993e-06
9.78,-1.29771e-06
9.79,-1.15285e-06
9.8,-1.06524e-06
9.81,-1.01325e-06
9.82,-9.69386e-07
9.83,-9.21621e-07
9.84,-8.69851e-07
9.85,-7.5797e-07
9.86,-6.41596e-07
9.87,-5.25216e-07
9.88,-4.08836e-07
9.89,-2.96997e-07
9.9,-1.99307e-07
9.91,-1.19235e-07
9.92,-5.1044e-08
9.93,-9.654e-09
9.94,-3.026e-09
9.95,-2.4226e-08
9.96,-7.176e-08
9.97,-9.832e-08
9.98,-9.693e-08
9.99,-9.5627e-08
10,-9.3909e-08
10.01,-9.1219e-08
10.02,-5.2117e-08
10.03,-4.25e-10
10.04,5.1275e-08
10.05,1.48214e-07
10.06,2.71771e-07
10.07,3.73781e-07
10.08,5.3088e-07
10.09,7.444e-07
10.1,8.91775e-07
10.11,1.0284e-06
10.12,1.15503e-06
10.13,1.19161e-06
10.14,1.20633e-06
10.15,1.22106e-06
10.16,1.18657e-06
10.17,1.10975e-06
10.18,8.91282e-07
10.19,6.78077e-07
10.2,4.69097e-07
10.21,2.60108e-07
10.22,3.6924e-08
10.23,-2.04976e-07
10.24,-3.07458e-07
10.25,-3.88767e-07
10.26,-4.70077e-07
10.27,-5.25747e-07
10.28,-5.70367e-07
10.29,-6.04587e-07
10.3,-5.39608e-07
10.31,-4.073e-07
10.32,-1.6951e-07
10.33,6.8285e-08
10.34,3.06085e-07
10.35,4.32394e-07
10.36,5.20131e-07
10.37,5.55841e-07
10.38,4.87507e-07
10.39,3.73509e-07
10.4,1.95919e-07
10.41,1.8323e-08
10.42,-1.29906e-07
10.43,-6.0516e-08
10.44,4.563e-08
10.45,1.8133e-07
10.46,4.2912e-07
10.47,7.34335e-07
10.48,1.11446e-06
10.49,1.35394e-06
10.5,1.51646e-06
10.51,1.55179e-06
10.52,1.54765e-06
10.53,1.53994e-06
10.54,1.57709e-06
10.55,1.5059e-06
10.56,1.36815e-06
10.57,1.23569e-06
10.58,1.10876e-06
10.59,9.87501e-07
10.6,8.98257e-07
10.61,8.06299e-07
10.62,7.05629e-07
10.63,6.2615e-07
10.64,5.56959e-07
10.65,5.03879e-07
10.66,4.60066e-07
10.67,4.20801e-07
10.68,3.83121e-07
10.69,3.49485e-07
10.7,3.19095e-07
10.71,3.19012e-07
10.72,3.19113e-07
10.73,3.19213e-07
10.74,3.19313e-07
10.75,3.04264e-07
10.76,2.54674e-07
10.77,2.06865e-07
10.78,1.33131e-07
10.79,-6.0669e-08
10.8,-2.97327e-07
10.81,-5.53546e-07
10.82,-6.93966e-07
10.83,-8.00417e-07
10.84,-8.72037e-07
10.85,-9.1086e-07
10.86,-9.47289e-07
10.87,-9.83719e-07
10.88,-1.05878e-06
10.89,-1.13567e-06
10.9,-1.1892e-06
10.91,-1.27934e-06
10.92,-1.38648e-06
10.93,-1.49362e-06
10.94,-1.57672e-06
10.95,-1.64057e-06
10.96,-1.70442e-06
10.97,-1.76327e-06
10.98,-1.81552e-06
10.99,-1.79157e-06
11,-1.75146e-06
11.01,-1.70092e-06
11.02,-1.57848e-06
11.03,-1.42151e-06
11.04,-1.22035e-06
11.05,-9.32121e-07
11.06,-5.92263e-07
11.07,-2.91673e-07
11.08,-8.3522e-08
11.09,2.9378e-08
11.1,8.4529e-08
11.11,1.3591e-07
11.12,1.8811e-07
11.13,2.4031e-07
11.14,2.85267e-07
11.15,3.07867e-07
11.16,3.58243e-07
11.17,4.27273e-07
11.18,5.37883e-07
11.19,6.05659e-07
11.2,6.39169e-07
11.21,6.17374e-07
11.22,6.11305e-07
11.23,6.26515e-07
11.24,6.8226e-07
11.25,7.26688e-07
11.26,7.31008e-07
11.27,7.31992e-07
11.28,7.30975e-07
11.29,7.26105e-07
11.3,6.76524e-07
11.31,5.99345e-07
11.32,5.22165e-07
11.33,4.4533e-07
11.34,3.6885e-07
11.35,2.24782e-07
11.36,1.09858e-07
11.37,5.3468e-08
11.38,3.1476e-08
11.39,2.3281e-08
11.4,3.2181e-08
11.41,4.1081e-08
11.42,5.0305e-08
11.43,6.1905e-08
11.44,9.781e-08
11.45,1.5321e-07
11.46,2.08313e-07
11.47,2.70355e-07
11.48,3.41565e-07
11.49,4.53827e-07
11.5,6.14035e-07
11.51,8.69255e-07
11.52,1.05293e-06
11.53,1.22317e-06
11.54,1.44451e-06
11.55,1.71344e-06
11.56,2.00255e-06
11.57,2.13471e-06
