time,Master1Paths4.AVGSlave_1.PTP_Stack[0].offsetFromMaster:vector
22.563397573,1.252e-06
22.688389685,1.038e-06
22.81339443,1.038e-06
22.938392553,9.49e-07
23.063390213,9.49e-07
23.188394382,1.016e-06
23.313396786,9.4e-07
23.438403334,1.348e-06
23.563398212,1.348e-06
23.688390097,7.82e-07
23.813397363,-1.244e-06
23.938399797,-1.309e-06
24.063414372,-1.309e-06
24.18839124,5.31e-07
24.313390014,8.29e-07
24.438386185,9.81e-07
24.563389013,9.81e-07
24.688397505,2.549e-06
24.81339075,9.14e-07
24.938378225,7.78e-07
25.063392669,1.769e-06
25.1883949,1.769e-06
25.313408167,5.83e-07
25.438391229,-5.66e-07
25.563382565,5.19e-07
25.688395527,-8.44e-07
25.813390387,2.07e-07
25.938388446,3.03e-07
26.063400433,4.79e-07
26.18839753,3.47e-07
26.313394379,3.47e-07
26.438388353,3.7e-07
26.563402712,3.7e-07
26.688385312,2.91e-07
26.813397819,4.78e-07
26.9383956,4.78e-07
27.063395126,3.3e-07
27.188387537,7e-09
27.313389025,3.96e-07
27.438397498,6.98e-07
27.563395266,4.51e-07
27.688394688,-2.37e-07
27.813397999,-2.04e-07
27.93839558,-1.696e-06
28.063399875,-1.696e-06
28.188393824,-7.77e-07
28.313389647,-7.32e-07
28.438392862,7.23e-07
28.563392578,3.005e-06
28.688387702,1.302e-06
28.813403874,1.814e-06
28.938399267,1.814e-06
29.063389552,4.1e-08
29.188405671,-8.56e-07
29.313400978,-2.31e-07
29.43839153,-6.33e-07
29.563396232,2.82e-07
29.688398362,9.98e-07
29.813384089,9.98e-07
29.938395333,4.31e-07
30.06339595,1.48e-07
30.188391962,-3.36e-07
30.313398084,-4.28e-07
30.43839374,-4.28e-07
30.563394617,-4.28e-07
30.688388288,-2.94e-07
30.813383739,-2.47e-07
30.938393048,-9.3e-08
31.063394787,-9.3e-08
31.188400195,1.047e-06
31.313387302,1.127e-06
31.438387907,1.127e-06
31.563389636,1.115e-06
31.688395158,7e-09
31.813390787,-7.3e-08
31.938386607,-8.79e-07
32.0634054,-8.79e-07
32.188402446,3.09e-07
32.313395078,3.78e-07
32.438393773,1.182e-06
32.563394641,1.182e-06
32.688398696,5.27e-07
32.81339846,-1.205e-06
32.938390369,-1.111e-06
33.063388478,-5.95e-07
33.188381175,7.71e-07
33.313397675,3.66e-07
33.43840052,3.66e-07
33.563388415,4.53e-07
33.688388412,3.19e-07
33.81339404,-3.41e-07
33.938389377,-9.49e-07
34.063384117,-8.15e-07
34.188402168,-1.247e-06
34.313392594,-6.05e-07
34.438393067,-3.74e-07
34.563395955,2.39e-07
34.688390254,-5.4e-08
34.813402558,3.2e-07
34.938394497,2.98e-07
35.063398341,3.19e-07
35.188393518,2.23e-07
35.313389698,1.9e-07
35.438398801,5.6e-08
35.563396731,-8.21e-07
35.68838382,-8.21e-07
35.813399072,-8.19e-07
35.938406628,-3e-09
36.063397415,5.2e-08
36.188393856,1.081e-06
36.313389997,1.071e-06
36.438391203,2.8e-08
36.563392313,-2.5e-08
36.6884013,-8.5e-08
36.813395789,-8.5e-08
36.938399183,-6.7e-08
37.06339235,5.83e-07
37.188391059,5.83e-07
37.313399326,5.6e-07
37.438395246,-8.94e-07
37.563398185,-1.54e-06
37.688397795,-3.299e-06
37.813401253,-1.54e-06
37.93840042,-1.33e-06
38.063396637,-5.17e-07
38.188394776,7.53e-07
38.313389098,1.504e-06
38.438383503,-3.53e-07
38.563387499,2.8e-08
38.688404577,6.78e-07
38.813395571,-1.26e-07
38.938382311,-3.03e-07
39.063391419,-3.4e-08
39.188402863,-1.79e-07
39.313401282,-1.79e-07
39.43838085,-5.1e-08
39.563407032,-1.2e-07
39.688400839,-9e-08
39.813387824,-2.92e-07
39.938381378,-3e-07
40.063395657,-2.79e-07
40.188403141,6.01e-07
40.313390148,-1.248e-06
40.438395822,5.61e-07
40.563394201,4.96e-07
40.688398173,-1.02e-07
40.813382681,-5.7e-07
40.938383204,-1.02e-07
41.063395103,4.36e-07
41.188384714,1.63e-07
41.313387742,2.54e-07
41.438388047,5.43e-07
41.563388934,1.349e-06
41.688387162,-1.3e-08
41.813393283,1.06e-07
41.938389448,1.386e-06
42.063399515,1.383e-06
42.188382889,-2.5e-08
42.313384738,-1.18e-07
42.438379272,8.27e-07
42.56338952,-2.99e-07
42.688392039,-1.262e-06
42.81339489,-2.45e-07
42.938403761,-9.3e-08
43.063389037,-2.46e-07
43.188387535,-1.27e-07
43.313394825,-1.27e-07
43.43839688,-4.5e-08
43.563392505,4.3e-08
43.688404431,-3e-07
43.813387708,-2.18e-07
43.938387009,5.68e-07
44.063389508,-4e-08
44.188396679,-7.91e-07
44.313393343,-2.73e-07
44.438397541,-5.49e-07
44.563391259,-5.49e-07
44.68840065,1.51e-07
44.813386496,1.51e-07
44.938384304,1.57e-07
45.063389161,1.74e-07
45.188392021,2.8e-08
45.31337515,2.8e-08
45.438388127,-8.41e-07
45.563385799,-9.76e-07
45.688401457,-5.82e-07
45.813400575,2.19e-07
45.938397235,-3.48e-07
46.063403564,-2.68e-07
46.188394242,-3.35e-07
46.313385485,-3.35e-07
46.438397104,-8.7e-08
46.563393573,-1.613e-06
46.688392278,-1.43e-06
46.813393348,3.59e-07
46.938396582,4.05e-07
47.063388464,3.75e-07
47.188392844,8.09e-07
47.313393847,7.47e-07
47.438398853,2.78e-07
47.563400053,3.23e-07
47.688390349,2.14e-07
47.813384187,-5.8e-08
47.938389638,-2.17e-07
48.063392868,-2.89e-07
48.188395699,-2.89e-07
48.313402064,-2.91e-07
48.438398576,-2.84e-07
48.563400469,-2.73e-07
48.688400243,-2.17e-07
48.813396471,-2.79e-07
48.938381616,-2.34e-07
49.063387549,-2.34e-07
49.188397023,-8.58e-07
49.313387133,-8.54e-07
49.438386949,-3e-07
49.563386915,-4.87e-07
49.68839528,-6.04e-07
49.813390865,-6.04e-07
49.938395758,-6.55e-07
50.063410568,-6.55e-07
50.188390623,-6.36e-07
50.313381593,-6.42e-07
50.438392276,-5.55e-07
50.56338634,-3.95e-07
50.688391867,-2.2e-06
50.813393904,-2.117e-06
50.938394338,-4.8e-08
51.063398801,6.8e-08
51.188392388,-1.88e-07
51.313385825,2.4e-08
51.438383887,9e-08
51.563401954,1e-09
51.688398738,-2.11e-07
51.813380897,1e-09
51.938387266,-9.17e-07
52.063399802,-6.34e-07
52.18839368,-5.46e-07
52.313390246,4.13e-07
52.43838881,1.7e-07
52.563394593,4.13e-07
52.688399923,1.7e-07
52.813378645,1.03e-07
52.938383311,-3e-08
53.063387062,1.425e-06
53.188392325,1.425e-06
53.313383479,1.503e-06
53.438390375,1.44e-06
53.563397957,1.488e-06
53.688389052,-1.08e-07
53.813390607,-1.92e-07
53.938387876,-2.11e-07
54.06340857,-1.68e-07
54.188392726,-1.7e-07
54.313391422,-1.35e-07
54.438394491,-1.35e-07
54.563382962,-6.3e-07
54.688389573,-4.66e-07
54.813390675,-2.77e-07
54.938384601,-2.01e-07
55.063386179,5.29e-07
55.18839608,5.29e-07
55.313391848,9.76e-07
55.438397575,3.27e-07
55.563391629,-1.144e-06
55.688389045,-1.439e-06
55.813389401,-8.62e-07
55.938390527,-8.62e-07
56.063397823,5.5e-08
56.188383982,5.5e-08
56.313390015,-3.6e-08
56.438387604,-1.2e-07
56.563388771,-1.2e-07
56.688383732,-2.8e-08
56.81339306,-2.8e-08
56.938393372,-1.21e-06
57.063386435,-1.371e-06
57.188378929,-1.371e-06
57.313398539,-1.227e-06
57.438390969,-2.78e-07
57.563400648,-2.78e-07
57.688391432,-2.91e-07
57.813397609,3.6e-08
57.938383428,-6.71e-07
58.063385724,3.3e-07
58.188398254,3.3e-07
58.313399113,2.072e-06
58.438409053,1.452e-06
58.563391837,2.026e-06
58.688391071,2.91e-07
58.813382412,2.91e-07
58.938391509,-2.85e-07
59.063399825,-2.74e-07
59.188393227,-2.89e-07
59.313402485,-2.2e-07
59.438401942,-1.01e-07
59.563393489,-1.01e-07
59.688381291,-2.48e-07
59.813390994,-4.14e-07
59.938393175,-7.48e-07
68.0345398,0
