time,Master1Paths4.FTASlave_1.PTP_Stack[3].offsetFromMaster:vector
26.314278399,0
26.439275043,0
26.564282681,0
26.689277301,7.69533
26.814278201,7.69533
26.939290015,5.24423
27.064288572,2.79312
27.189302743,0.342016
27.314287633,0.342016
27.439303804,0.342016
27.564281239,0.342016
27.68929282,0.228011
27.814283422,0.114005
27.939299341,-1.519e-06
28.064292153,-1.519e-06
28.189280906,-1.397e-06
28.314276827,-9.98e-07
28.439280117,1.035e-06
28.564279231,1.958e-06
28.689278184,1.965e-06
28.814274941,1.318e-06
28.939279926,1.288e-06
29.064286443,1.176e-06
29.189281353,1.176e-06
29.314293497,1.041e-06
29.439281024,1.198e-06
29.564290054,1.651e-06
29.689280806,2.56e-06
29.814280866,2.373e-06
29.939277071,2.619e-06
30.064297969,3.327e-06
30.189289576,2.594e-06
30.314288136,2.282e-06
30.439290352,3.349e-06
30.564279892,3.349e-06
30.689282727,2.307e-06
30.814281341,1.987e-06
30.939281958,1.377e-06
31.064289634,8.8e-07
31.189281268,-4.1e-07
31.314282074,-5.97e-07
31.43927944,-5.97e-07
31.564284654,-5.88e-07
31.689293289,4.84e-07
31.814282847,1.311e-06
31.939298982,1.311e-06
32.064290474,1.277e-06
32.189291353,-1.185e-06
32.314287107,-5.22e-07
32.43927535,-9.32e-07
32.564284511,2.343e-06
32.689278193,2.484e-06
32.81427502,2.484e-06
32.939287251,9.5e-07
33.064287148,5.54e-07
33.189289603,5.6e-08
33.314292756,-4.15e-07
33.43927885,-4.15e-07
33.564289734,-3.25e-07
33.689294885,2.4e-07
33.814287441,9.36e-07
33.939280896,1.072e-06
34.064282729,1.072e-06
34.189277024,1.002e-06
34.31428365,7.25e-07
34.439276255,4.55e-07
34.564283767,2.14e-07
34.689288535,2.4e-08
34.814285539,-6.5e-08
34.939280644,-9.5e-08
35.064275548,-9.5e-08
35.189286602,-9.5e-08
35.314276285,-3.6e-08
35.439283504,0
35.564295769,3.9e-08
35.689297742,-1.345e-06
35.81428879,3.9e-08
35.939283347,-1.75e-07
36.06429164,-5.8e-08
36.189297908,8.6e-08
36.314300565,3.12e-07
36.439289907,3.16e-07
36.564295,2.729e-06
36.689286936,2.71e-06
36.81429846,3.97e-07
36.939286678,3.97e-07
37.06429432,4.43e-07
37.189287717,4.36e-07
37.314284003,4.4e-07
37.439285276,5e-07
37.564275612,5e-07
37.689288127,4.59e-07
37.81428727,3.9e-07
37.939292445,-7.1e-08
38.064283429,-7.1e-08
38.189278816,-1.7e-07
38.314285306,2.28e-07
38.439280492,7.5e-07
38.564287137,1.261e-06
38.68928254,1.077e-06
38.814289349,1.077e-06
38.939291441,1.072e-06
39.064281176,1.45e-06
39.189285701,1.45e-06
39.314278757,1.71e-06
39.439273223,1.71e-06
39.564281832,1.587e-06
39.689280165,1.308e-06
39.81428252,7.87e-07
39.939279172,3.51e-07
40.064294843,-1.7e-08
40.189281322,-1.106e-06
40.314287558,-3.6e-07
40.439283347,-3.6e-07
40.564289731,-2.98e-07
40.689286611,-1.36e-07
40.814287537,3.1e-07
40.939289423,4.12e-07
41.064292127,4.35e-07
41.189276901,4.93e-07
41.31426975,4.98e-07
41.439288564,4.4e-07
41.564280557,6.68e-07
41.68928774,7.67e-07
41.814283167,1.73e-07
41.93929312,3.85e-07
42.064309372,8.13e-07
42.189271737,1.441e-06
42.314279149,1.579e-06
42.439281031,1.71e-06
42.564284275,9.84e-07
42.689290243,9.84e-07
42.814277378,9.84e-07
42.939282167,8.33e-07
43.06428395,5.78e-07
43.189295044,3.21e-07
43.314285792,7e-08
43.439277935,-7.6e-08
43.564286803,-1.96e-07
43.689277316,-1.96e-07
43.814278881,-2.45e-07
43.939282545,8.5e-08
44.064276288,6e-08
44.189286625,5.8e-08
44.314283903,-2.89e-07
44.439289095,-2.17e-07
44.564288571,-2.17e-07
44.689302287,-1.57e-07
44.814279179,5.41e-07
44.939283848,6.05e-07
45.064288784,6.83e-07
45.18928616,7.32e-07
45.31427973,3.82e-07
45.43928888,1.01e-07
45.564284829,2.54e-07
45.689284386,3.64e-07
45.814287437,5.97e-07
45.939287157,1.241e-06
46.064296847,1.241e-06
46.189281131,1.147e-06
46.314281197,9.84e-07
46.439283981,0
46.56427918,-1.31e-07
46.689283298,-2.04e-07
46.814281818,-2.04e-07
46.939292554,-2.02e-07
47.064277718,-1.7e-07
47.189298845,-1.89e-07
47.314285275,-1.09e-07
47.439291958,-1.09e-07
47.564296356,-6e-08
47.689274611,-7e-09
47.814286454,1.9e-08
47.939281111,1.9e-08
48.064281697,1.8e-08
48.189289403,9e-09
48.314283682,-1.5e-08
48.439293381,-1.5e-08
48.564285818,-1.3e-08
48.689285048,-5e-09
48.814295194,2e-09
48.939282911,2e-09
49.064286188,7e-09
49.189283802,-1.606e-06
49.314292272,-1.568e-06
49.43928502,-3.241e-06
49.56427226,-3.435e-06
49.689284423,-3.393e-06
49.814291841,-1.656e-06
49.939284435,-1.706e-06
50.064301256,1.07e-07
50.189285427,1.07e-07
50.31428293,3.7e-08
50.439291264,-6e-09
50.564276926,-3.1e-08
50.689290892,-3.1e-08
50.814283317,-4.3e-08
50.939279137,1.69e-07
51.064285093,1.69e-07
51.189283194,1.57e-07
51.314283564,-4.2e-08
51.43928308,1.75e-07
51.564286271,1.75e-07
51.689286163,4.6e-07
51.814283468,4.6e-07
51.939284567,4.72e-07
52.064287648,2.15e-07
52.189290237,8e-08
52.314292958,1.3e-08
52.439295042,2.9e-08
52.564285293,1.6e-08
52.68928628,3.2e-08
52.814288625,3.2e-08
52.93929046,4.38e-07
53.064294299,4.27e-07
53.189274404,4.14e-07
53.314268753,3.68e-07
53.439279117,-7.4e-08
53.56427971,-9.3e-08
53.68928633,-9.5e-08
53.814292467,-9.5e-08
53.939281736,-6.2e-08
54.064295482,-3e-09
54.189283933,3.84e-07
54.314276836,3.84e-07
54.439291283,1.875e-06
54.564282846,3.13e-07
54.689291597,1.54e-07
54.8142885,-2.305e-06
54.939276397,-1.429e-06
55.064294654,-3.125e-06
55.189278254,-1.651e-06
55.314278585,-1.651e-06
55.439274758,-9.84e-07
55.564284734,-8.99e-07
55.689288071,-8.99e-07
55.814282547,1.17e-07
55.93927857,-6.1e-07
56.064282831,-3.05e-07
56.189288788,-2.6e-08
56.314282409,1.01e-07
56.439291439,8.1e-08
56.564297395,8.1e-08
56.689272755,6.3e-08
56.814282873,3.8e-08
56.939278396,-1.435e-06
57.064280338,-1.435e-06
57.189287354,-1.371e-06
57.314281598,-1.433e-06
57.439286148,-1.372e-06
57.564278876,2.64e-07
57.689282293,-9.47e-07
57.814283672,-8.86e-07
57.939284573,-7.3e-08
58.064291852,-5.55e-07
58.189281971,-6.54e-07
58.314288698,-3.07e-07
58.439301084,-3.5e-07
58.56430246,-3.3e-08
58.68927688,-1.2e-08
58.81428902,-2.9e-08
58.939281076,-3.6e-08
59.064280749,-3.7e-08
59.189273129,-3e-08
59.314277502,-3e-08
59.439292799,-2e-08
59.564290383,4.68e-07
59.689292267,1.287e-06
59.814283,1.287e-06
59.939289152,6.99e-07
60.064293749,5.51e-07
60.189289068,-4.5e-07
60.314284175,-4.79e-07
60.439293395,-4.79e-07
60.5642782,-3.92e-07
60.689286528,-2.5e-07
60.814280743,-1.34e-07
60.93928809,3.56e-07
61.064269505,-6.4e-08
61.189282672,-6.4e-08
61.314293236,-6.4e-08
61.439292471,-2e-08
61.564287651,-2e-08
61.689286439,-1.6e-08
61.814290316,5.6e-08
61.939282932,1.3e-07
62.064295685,1.2e-07
62.189284087,1.2e-07
62.314288916,9.8e-08
62.439287822,4.4e-08
62.564280127,-6.8e-08
62.689284926,-6.7e-08
62.814287043,-6.7e-08
62.939273362,-3.2e-08
63.064283272,-3.2e-08
63.189293108,-7.1e-08
63.31429372,-1.41e-07
63.439286298,-2.4e-07
63.564284488,-2.53e-07
63.689289461,-2.53e-07
63.814292239,-2.53e-07
63.939283597,-1.116e-06
64.064290953,-1.059e-06
64.189274634,-9.9e-07
64.314275013,-3.8e-08
64.439274164,-1.3e-08
64.564281853,-1.3e-08
64.689286526,-2.9e-08
64.814290082,-3.4e-08
64.939287954,-5.1e-08
65.064285016,-6e-08
65.189294591,-4.9e-08
65.314284135,-4.5e-08
65.439272568,8e-09
65.564289075,-1.93e-07
65.68927816,-2.98e-07
65.814290081,-2.56e-07
65.939282219,1.06e-07
66.064292407,1.82e-07
66.189288088,2.536e-06
66.314294851,2.536e-06
66.439289701,2.577e-06
66.564292055,2.272e-06
66.689276918,2.176e-06
66.814281411,9.24e-07
66.939274377,8.37e-07
67.064284724,8.37e-07
67.18927263,7.31e-07
67.314282376,6.65e-07
67.439288985,-2.28e-07
67.564285416,-2.28e-07
67.68928412,-2.34e-07
67.814279502,-2.1e-07
67.939286549,-6e-08
68.064297489,1.3e-08
68.18929472,6.99e-07
68.314280077,1.362e-06
68.439282363,1.95e-06
68.564284841,1.95e-06
68.689290228,1.95e-06
68.814295096,1.937e-06
68.939294655,1.825e-06
69.064274397,1.52e-06
69.189293297,1.184e-06
69.314288656,7.86e-07
69.439284392,8.6e-08
69.564278356,8.3e-08
69.689284277,-2.52e-07
69.814284146,-2.52e-07
69.939286986,-2.51e-07
70.064289959,2.43e-07
70.189273688,5.02e-07
70.31428641,5.02e-07
70.43929306,9.63e-07
70.564287762,9.38e-07
70.689287642,8.33e-07
70.814286963,2.97e-07
70.939290728,7.76e-07
71.064280597,-7.7e-08
71.189285499,-1.52e-07
71.314282052,1.04e-07
71.43928132,4.78e-07
71.56428127,3.51e-07
71.689286743,6.35e-07
71.814289832,6.35e-07
71.939291385,-6.08e-07
72.064285774,-4.49e-07
72.189293277,-2.23e-07
72.314285583,-1.27e-07
72.439282774,1.302e-06
72.564281534,1.423e-06
72.689292195,1.384e-06
72.814291297,1.237e-06
72.939274911,6.11e-07
73.064277287,1.82e-07
73.189285221,-1.11e-07
73.314281647,-1.11e-07
73.439274331,1.92e-07
73.564286492,2.31e-07
73.68928925,2.14e-07
73.814286604,2.14e-07
73.939277959,1.72e-07
74.064283987,1.37e-07
74.189306135,1.18e-07
74.314288425,1.18e-07
74.439286083,1.18e-07
74.564297423,1.87e-07
74.689281809,-9.55e-07
74.814284704,-7.94e-07
74.939286968,-7e-07
75.064290059,9.4e-07
75.189285101,1.531e-06
75.314299037,1.531e-06
75.439279746,1.443e-06
75.564291553,1.091e-06
75.68928184,5.3e-07
75.814282731,4.13e-07
75.939288216,2.99e-07
76.064282319,2.41e-07
76.189292939,-7.25e-07
76.314289856,-7.25e-07
76.439298734,-1.795e-06
76.564282705,-7.85e-07
76.689286488,-5.04e-07
76.814276914,9.33e-07
76.939277397,1.219e-06
77.064287614,1.219e-06
77.189289905,1.104e-06
77.314278486,7.06e-07
77.439285959,-4.1e-07
77.564296151,-4.21e-07
77.689284774,-2.1e-07
77.814281693,-1.34e-07
77.939291616,9.07e-07
78.06429435,9.14e-07
78.189280431,1.055e-06
78.314286352,1.207e-06
78.439298417,1.301e-06
78.56429415,1.247e-06
78.689279038,1.83e-06
78.814283728,1.83e-06
78.939277787,1.685e-06
79.064273699,1.421e-06
79.189285746,1.15e-06
79.314295941,2.64e-07
79.439280124,8e-08
79.564280883,1.5e-08
79.689300157,1.5e-08
79.814273167,0
79.939282505,5e-08
80.064291071,1.05e-07
80.189281217,1.73e-07
80.314288008,1.72e-07
80.43928708,1.72e-07
80.56428245,1.99e-07
80.689286677,2.22e-07
80.814290069,1.83e-07
80.93929305,2.13e-07
81.064278594,7.45e-07
81.189289536,2.09e-07
81.314281429,9.33e-07
81.439291718,2.358e-06
81.564275444,2.561e-06
81.689295255,2.775e-06
81.814287542,2.775e-06
81.939294566,1.936e-06
82.064282146,1.091e-06
82.189281311,3.68e-07
82.314286513,3.68e-07
82.439275462,3.68e-07
82.564300236,1.59e-07
82.689287159,5.3e-08
82.814271211,-4.1e-08
82.939278074,-5.2e-08
83.064291191,-4.6e-08
83.189277066,1e-09
83.314281198,4.1e-08
83.43928407,1.07e-07
83.564284182,2.57e-07
83.689288753,2.18e-07
83.814283031,2.1e-07
83.939282088,4.9e-08
84.064300836,1e-09
84.189293348,-9e-09
84.31428956,-9e-09
84.4392836,5e-09
84.564282603,2.8e-08
84.689292222,-3.46e-07
84.814298458,-7.28e-07
84.939297001,-7.28e-07
85.06429494,-9.37e-07
85.189286261,-9.37e-07
85.314284992,-4.61e-07
85.439283072,-6.3e-07
85.564283998,3.85e-07
85.689292853,1.148e-06
85.814289943,1.848e-06
85.939280857,9.73e-07
86.064290638,2.878e-06
86.189271995,3.192e-06
86.314286703,2.681e-06
86.439282585,1.17e-06
86.564296294,1.17e-06
86.689292505,1.17e-06
86.814283027,7e-08
86.939286391,9.4e-08
87.06427841,3.4e-08
87.189280488,1.56e-06
87.314284435,3.31e-07
87.439278504,5.59e-07
87.564275439,-6.64e-07
87.689290482,-6.64e-07
87.814275996,-6.64e-07
87.939288385,-1.622e-06
88.064292506,-1.446e-06
88.18927613,3.58e-07
88.314281778,1.867e-06
88.439286722,7e-07
88.56427156,1.796e-06
88.689284399,1.638e-06
88.814272831,1.48e-06
88.939290164,1.48e-06
89.064275757,1.873e-06
89.18928655,1.873e-06
89.314284128,2.191e-06
89.43927377,2.128e-06
89.564278518,1.768e-06
89.689281313,1.184e-06
89.814272573,1.184e-06
89.939277357,7.87e-07
90.064281894,4.48e-07
90.189288239,4.48e-07
90.314295565,1.77e-07
90.439283975,-5.8e-08
90.564278418,-1.88e-07
90.689277912,-2.78e-07
90.814268877,-2.78e-07
90.939280122,-1.75e-07
91.064280293,5.2e-08
91.189281206,-7.4e-08
91.314277586,2.43e-07
91.439279704,1.9e-08
91.564294987,2.5e-08
91.689285533,2.1e-08
91.814292006,3.61e-07
91.93928384,3.86e-07
92.064295434,3.86e-07
92.189294346,3.2e-07
92.314288041,3.44e-07
92.439287116,2.38e-07
92.564282782,1.07e-07
92.689284097,3.3e-08
92.814294304,5.2e-08
92.939295997,1.5e-08
93.064283367,6.2e-08
93.189285227,1.15e-07
93.31429077,1.65e-07
93.439289867,1.7e-07
93.564280668,1.7e-07
93.68928937,1.36e-07
93.81428428,1e-07
93.939284076,7e-08
94.064282983,5.2e-08
94.189280997,3.6e-08
94.314275992,3.4e-08
94.439266096,2.7e-08
94.564284624,2.7e-08
94.689285441,4.4e-08
94.814275896,1.18e-07
94.93928838,3.21e-07
95.064292335,5.7e-07
95.189269873,7.94e-07
95.314283106,7.94e-07
95.439283043,7.94e-07
95.564293073,6.59e-07
95.689282351,-7.1e-08
95.814281317,-1.52e-07
95.939274593,-4e-09
96.064304872,-4e-09
96.189289799,1.172e-06
96.314292575,1.172e-06
96.439286369,1.14e-06
96.564282383,2.26e-06
96.689289714,1.029e-06
96.814288539,1.658e-06
96.939284691,1.462e-06
97.064293983,7.1e-07
97.189294452,-6.72e-07
97.314294403,-6.34e-07
97.439291135,-6.34e-07
97.56428878,1.08e-07
97.689282077,3.71e-07
97.814279178,6.06e-07
97.93927434,8.02e-07
98.064297664,8.16e-07
98.189279497,7.38e-07
98.314278862,4.21e-07
98.43927864,4.53e-07
98.564291813,1.4e-08
98.689278083,-4.71e-07
98.814276332,-7.23e-07
98.93927947,-8.85e-07
99.0642862,-8.85e-07
99.189280947,-5.25e-07
99.31427665,-4.23e-07
99.439289691,2.8e-07
99.564289664,3.25e-07
99.689280458,-1.1e-08
99.81427866,-1.1e-08
99.939290743,7.9e-07
100.064292481,1.229e-06
100.189289111,1.311e-06
100.314280998,1.421e-06
100.439291889,8.63e-07
100.564289501,1.8e-08
100.68928518,-3.9e-08
100.814281114,-3.9e-08
100.939294732,-1.52e-07
101.064291122,-2.82e-07
101.189279217,-4.62e-07
101.314285571,-1.408e-06
101.439273779,-1.45e-06
101.564281288,-1.45e-06
101.689290408,-1.364e-06
101.814281167,-1.364e-06
101.939299945,-3.41e-07
102.064292665,-7e-08
102.189282418,8.2e-08
102.314275893,2.15e-07
102.43927587,3.8e-07
102.564290722,3.12e-07
102.689295065,4.1e-08
102.814288368,-2.51e-07
102.939284221,-7.55e-07
103.064282451,-7.55e-07
103.189280767,-8.86e-07
103.314275994,-9.63e-07
103.439288623,-6.47e-07
103.56428958,-5.8e-07
103.689274033,-9.25e-07
103.814278893,-6.41e-07
103.93928038,-5.6e-07
104.064283273,-8.14e-07
104.189283774,-7.91e-07
104.314284765,-7.43e-07
104.439288138,-7.43e-07
104.564274239,-7.63e-07
104.689283392,-7.03e-07
104.814286258,-6.58e-07
104.939297812,-6.13e-07
105.064280948,-5.14e-07
105.189278975,-4.19e-07
105.314287275,-3.24e-07
105.439287884,-3.24e-07
105.564283677,-3.24e-07
105.689281045,-3.59e-07
105.814283738,-3.78e-07
105.939290155,-1.341e-06
106.064285562,-1.341e-06
106.189289637,-4.02e-07
106.314292708,-3.43e-07
106.439279811,-2.8e-07
106.564294531,-2.8e-07
106.689276581,-3.09e-07
106.814277962,-3.83e-07
106.939279725,-3.82e-07
107.064288254,-3.61e-07
107.189277278,-1.08e-07
107.314275165,1.77e-07
107.439286035,1.77e-07
107.564290813,2.31e-07
107.68928618,2.1e-08
107.814288705,-2e-07
107.939294144,-2e-07
108.064282861,-2e-07
108.189278872,-3.85e-07
108.314278458,-5.07e-07
108.43927812,-5.84e-07
108.564284015,-6.31e-07
108.689286092,-6.29e-07
108.81428446,-3.69e-07
108.939293552,1.8e-07
109.06428524,8.46e-07
109.189281773,8.46e-07
109.314276469,8.46e-07
109.439286165,1.437e-06
109.564292682,1.768e-06
109.689272304,1.352e-06
109.814280544,1.352e-06
109.939277526,6.67e-07
110.064305408,-1.56e-07
110.189285707,-7.17e-07
110.314289655,-1.02e-06
110.439277983,-1.02e-06
110.564295029,-9.36e-07
110.689279536,-6.61e-07
110.814280147,-5.19e-07
110.939281655,6.1e-08
111.064278237,2.92e-07
111.189291847,2.13e-07
111.314286872,6.59e-07
111.43927272,8.69e-07
111.564294087,6.59e-07
111.689271036,6.41e-07
111.81427736,3.8e-07
111.939300486,-6.3e-08
112.064286127,-6.3e-08
112.189279631,-4.6e-07
112.314285711,-1.255e-06
112.439272972,-5.71e-07
112.5642866,-3.34e-07
112.68928041,-3.34e-07
112.814280981,7e-08
112.939290339,1.84e-07
113.064278495,1.84e-07
113.189284076,6.25e-07
113.314295658,4.72e-07
113.439288646,-2.37e-07
113.564279544,-2.015e-06
113.689289939,-2.182e-06
113.814282346,-2.182e-06
113.939288804,-2.022e-06
114.064291009,-1.92e-07
114.189286886,1.68e-07
114.31428685,1.368e-06
114.439296021,1.368e-06
114.564288912,1.312e-06
114.689273266,0
114.814281277,-3.85e-07
114.939276277,-3.96e-07
115.064277432,-1.316e-06
115.189294336,-6.16e-07
115.314291443,-4.59e-07
115.439286038,-4.53e-07
115.564275791,-9.96e-07
115.689287075,-6.45e-07
115.81428614,-6e-07
115.939290597,-6e-07
116.064279547,-2.16e-07
116.189281131,9.56e-07
116.31427746,9.58e-07
116.439287977,2.126e-06
116.564287756,9.72e-07
116.689280366,5.99e-07
116.814266091,-5.91e-07
116.939281071,-6.28e-07
117.064274284,-6.65e-07
117.189285199,-6.93e-07
117.314268429,-6.93e-07
117.439282535,-3.72e-07
117.56428593,-3.41e-07
117.689284291,-2.14e-07
117.814282927,-2.14e-07
117.93927849,-5.28e-07
118.064292043,-6.5e-07
118.189280777,-5.47e-07
118.314285321,-6.5e-07
118.439285503,-6.56e-07
118.564272244,-5.76e-07
118.689281622,-4.81e-07
118.814297475,-4.86e-07
118.939283337,-4.14e-07
119.064286483,-4.14e-07
119.189290103,-4.31e-07
119.314284931,-5.01e-07
119.439277672,-9.47e-07
119.564286637,-9.47e-07
119.689282967,9.47e-07
119.814277167,1.007e-06
119.93927473,1.096e-06
120.064291578,1.25e-06
120.189286994,1.91e-07
120.314287723,1.91e-07
120.439283592,7.16e-07
120.564281899,1.249e-06
120.689279729,1.767e-06
120.814295608,2.039e-06
120.939298143,2.039e-06
121.064276827,2.56e-06
121.189284094,3.248e-06
121.314288749,3.01e-06
121.439277935,1.765e-06
121.564277724,2.609e-06
121.689288852,1.014e-06
121.814273915,-3.28e-07
121.939287234,-7.92e-07
122.064290245,-4.49e-07
122.189291063,-4.49e-07
122.314288787,-7.97e-07
122.439286848,-1.425e-06
122.564282368,-2.683e-06
122.689280076,-2.519e-06
122.814266155,-3.365e-06
122.939284043,-2.23e-06
123.064289124,-5.69e-07
123.189281889,9.6e-07
123.314296227,1.474e-06
123.439283201,1.599e-06
123.564284871,2.221e-06
123.689288231,1.599e-06
123.814272702,7.89e-07
123.939287256,-1.7e-08
124.064293474,-6.66e-07
124.18928265,-1.014e-06
124.314269821,-1.155e-06
124.439274452,-1.128e-06
124.564284458,-5.26e-07
124.689286654,-5.26e-07
124.814290438,-7.55e-07
124.939277686,-6.64e-07
125.06429407,-1.289e-06
125.189280624,-1.289e-06
125.314281461,-8.45e-07
125.439272053,-7.19e-07
125.564282821,-7.19e-07
125.689276792,-2.257e-06
125.814278061,-2.186e-06
125.939277941,-1.982e-06
126.064307547,-1.542e-06
126.189277736,-1.566e-06
126.31429468,7.38e-07
126.439287978,1.043e-06
126.564277868,7.81e-07
126.689280849,-1.3e-07
126.814278089,5.25e-07
126.939296476,5.25e-07
127.064273804,3.1e-08
127.189282185,-3.88e-07
127.314288467,-3.88e-07
127.439282165,9.9e-08
127.564282961,-6.61e-07
127.68928566,-1.3e-07
127.81427861,2.13e-07
127.939289795,1.14e-07
128.064275946,-7.66e-07
128.189287113,-1.001e-06
128.314283067,-1.744e-06
128.439284205,-1.744e-06
128.564296562,-1.744e-06
128.689273696,-1.96e-06
128.814284141,-2.196e-06
128.939275712,-2.188e-06
129.064295463,-2.475e-06
129.189266504,-2.768e-06
129.314274654,-2.948e-06
129.439292688,-3.224e-06
129.564285852,-3.486e-06
129.689283821,-3.767e-06
129.814274827,-3.767e-06
129.939283814,-3.968e-06
130.064289512,-4.23e-06
130.189281479,-4.522e-06
130.314282667,0
130.439283079,0
130.564287325,0
130.689292385,2.35e-07
130.814289014,-4.64e-07
130.939282276,-1.414e-06
131.06428627,-3.02e-07
131.189278596,-1.223e-06
131.314277953,-1.248e-06
131.43928392,-1.117e-06
131.564293274,-8.51e-07
131.689288419,-9.38e-07
131.814282765,-9.38e-07
131.939284029,-8.22e-07
132.064293246,-7.02e-07
132.189273835,-7.02e-07
132.314287717,-6.74e-07
132.439287694,4.08e-07
132.5642826,4.08e-07
132.689292483,3.03e-07
132.814281491,-9.52e-07
132.939289172,-1.217e-06
133.064282545,-1.342e-06
133.189286342,-1.342e-06
133.314280593,-1.287e-06
133.43927354,-1.287e-06
133.564290112,-1.123e-06
133.689286004,-8.91e-07
133.814286933,-7.12e-07
133.939286398,-8.31e-07
134.064290023,-5.38e-07
134.189276494,-4.76e-07
134.314290409,-7.2e-07
134.439282836,-7.1e-07
134.564290631,-7.1e-07
134.689284576,-7.61e-07
134.814270558,-8.14e-07
134.939275241,-5.57e-07
135.064281119,-5.57e-07
135.189292579,-5.57e-07
135.314291408,-5.65e-07
135.439283187,-5.68e-07
135.564285541,-6.35e-07
135.689276074,-6.83e-07
135.814278552,-6.55e-07
135.939279396,-6.47e-07
136.064283149,-6.77e-07
136.189291061,-6.85e-07
136.31427877,-6.89e-07
136.439285646,-7.23e-07
136.564281629,-7.23e-07
136.689295469,-7.46e-07
136.814292433,-5e-07
136.939287284,-4.88e-07
137.064281045,3.83e-07
137.189284499,-6.07e-07
137.314282614,1.134e-06
137.439287918,9.95e-07
137.56427455,8.62e-07
137.689287776,-1.204e-06
137.814291767,-1.629e-06
137.939281205,-2.198e-06
138.064276457,-3.741e-06
138.189282643,-3.741e-06
138.3142899,-1.789e-06
138.43927408,-1.005e-06
138.564284618,-4.26e-07
138.689280599,-7.1e-08
138.81428132,9.9e-08
138.939291879,8e-08
139.06428408,-1.22e-07
139.189277897,4.08e-07
139.314292734,-2.57e-07
139.439282032,-1.007e-06
139.564288619,-1.306e-06
139.689284008,-8.35e-07
139.81428273,-1.036e-06
139.939286897,-1.009e-06
140.064285083,-1.009e-06
140.189283508,-8.6e-07
140.314294414,-7.3e-07
140.439288352,-3.98e-07
140.564284577,-3.43e-07
140.68929501,-3.43e-07
140.814277641,-4.13e-07
140.939271632,-5.32e-07
141.064286385,-6.46e-07
141.189283999,-7.1e-07
141.314275657,-7.38e-07
141.439291707,-7.38e-07
141.564281614,-7.17e-07
141.689285349,-7.08e-07
141.814291991,-6.91e-07
141.939281171,-6.62e-07
142.06428258,-6.62e-07
142.18929181,-6.63e-07
142.314293513,-7.01e-07
142.439290913,-2.238e-06
142.564275264,-2.238e-06
142.689284051,-2.084e-06
142.8142848,-2.625e-06
142.939272892,-5.16e-07
143.064289388,5.99e-07
143.189289955,9.21e-07
143.31428483,6.34e-07
143.439279432,6.34e-07
143.56428826,6.34e-07
143.689293714,4e-07
143.814281818,1.59e-07
143.939282598,4.2e-08
144.064291053,4.2e-08
144.189298939,4.2e-08
144.314279048,8.6e-07
144.4392931,1.202e-06
