time,Master1Paths4.timeDiff_AVG.ScaledTimeDiff:vector
1.43,0.000145455
1.44,-3.59279e-05
1.45,-3.96469e-05
1.46,-0.000211604
1.47,-0.000304148
1.48,-0.000307192
1.49,-0.000307392
1.5,-0.000302371
1.51,-0.000295877
1.52,-0.000145513
1.53,7.30315e-05
1.54,0.000273357
1.55,0.000371446
1.56,0.000374373
1.57,0.000375367
1.58,0.000370846
1.59,0.000362745
1.6,0.000178173
1.61,-9.09034e-05
1.62,-0.00033631
1.63,-0.000458964
1.64,-0.000464035
1.65,-0.000464961
1.66,-0.000464961
1.67,-0.000364071
1.68,-0.000157868
1.69,4.20113e-05
1.7,0.000226896
1.71,0.000231818
1.72,0.000235948
1.73,0.000234799
1.74,0.000229177
1.75,0.000219434
1.76,3.99251e-05
1.77,-0.000195887
1.78,-0.0002058
1.79,-0.000352555
1.8,-0.000357319
1.81,-0.000357171
1.82,-0.000352574
1.83,-0.00017606
1.84,-0.000171463
1.85,8.43589e-05
1.86,0.000325633
1.87,0.000445966
1.88,0.000448529
1.89,0.000448529
1.9,0.000440333
1.91,0.000214783
1.92,0.000205125
1.93,-0.000113425
1.94,-0.000411226
1.95,-0.000558664
1.96,-0.000563133
1.97,-0.000563592
1.98,-0.000563593
1.99,-0.000441997
2,-0.000187593
2.01,5.76182e-05
2.02,0.000284703
2.03,0.000387541
2.04,0.000387541
2.05,0.000387541
2.06,0.000383153
2.07,0.000374766
2.08,0.000177993
2.09,-0.000106017
2.1,-0.000365392
2.11,-0.000373779
2.12,-0.000492905
2.13,-0.000494938
2.14,-0.000494939
2.15,-0.000386839
2.16,-0.000163155
2.17,5.31639e-05
2.18,0.000252745
2.19,0.000258343
2.2,0.000263194
2.21,0.000261223
2.22,0.000257356
2.23,0.000135538
2.24,-5.19871e-05
2.25,-5.58538e-05
2.26,-0.000233505
2.27,-0.000320883
2.28,-0.000322899
2.29,-0.000322304
2.3,-0.000315355
2.31,-0.00015176
2.32,-0.000144811
2.33,0.000299985
2.34,0.000306935
2.35,0.000408522
2.36,0.000411435
2.37,0.000411513
2.38,0.000403705
2.39,0.000394756
2.4,0.000186141
2.41,-0.00011519
2.42,-0.000390393
2.43,-0.000521894
2.44,-0.000525374
2.45,-0.000525375
2.46,-0.000525375
2.47,-0.000410466
2.48,-0.000172892
2.49,5.67657e-05
2.5,0.000268694
2.51,0.000277393
2.52,0.00027921
2.53,0.000276534
2.54,0.0002724
2.55,0.000143282
2.56,-5.60147e-05
2.57,-0.000244877
2.58,-0.000338256
2.59,-0.000341119
2.6,-0.000342447
2.61,-0.000339246
2.62,-0.000331881
2.63,-0.000158364
2.64,9.1889e-05
2.65,0.0003211
2.66,0.000431139
2.67,0.000436028
2.68,0.000437175
2.69,0.000435637
2.7,0.000426112
2.71,0.000204302
2.72,-0.000115965
2.73,-0.00012549
2.74,-0.000417855
2.75,-0.000555223
2.76,-0.000558325
2.77,-0.000558326
2.78,-0.000436889
2.79,-0.000184737
2.8,5.90349e-05
2.81,5.90343e-05
2.82,0.00028401
2.83,0.000385476
2.84,0.000385476
2.85,0.000385476
2.86,0.000378496
2.87,0.000370144
2.88,0.000174371
2.89,-0.00010825
2.9,-0.000366275
2.91,-0.000488108
2.92,-0.000491537
2.93,-0.000492488
2.94,-0.000384904
2.95,-0.000384905
2.96,-0.000162333
2.97,5.29209e-05
2.98,0.000251512
2.99,0.000259879
3,0.000261904
3.01,0.000258745
3.02,0.000254896
3.03,0.00013367
3.04,-5.29246e-05
3.05,-0.000229689
3.06,-0.000317043
3.07,-0.000320109
3.08,-0.000321281
3.09,-0.000318535
3.1,-0.000311621
3.11,-0.000148854
3.12,8.57401e-05
3.13,0.000300663
3.14,0.000307577
3.15,0.000407421
3.16,0.00040949
3.17,0.000407852
3.18,0.00039895
3.19,0.000191383
3.2,-0.000108442
3.21,-0.000117345
3.22,-0.000391179
3.23,-0.000520421
3.24,-0.000522714
3.25,-0.000522715
3.26,-0.000408394
3.27,-0.000172027
3.28,-0.000172028
3.29,5.64629e-05
3.3,0.000269443
3.31,0.000277783
3.32,0.000277784
3.33,0.000273838
3.34,0.000269726
3.35,0.000141279
3.36,-5.69769e-05
3.37,-0.000244854
3.38,-0.000337368
3.39,-0.000340218
3.4,-0.000340651
3.41,-0.000335166
3.42,-0.00032784
3.43,-0.000155241
3.44,9.37022e-05
3.45,0.000321703
3.46,0.00043116
3.47,0.00043471
3.48,0.000434877
3.49,0.000430388
3.5,0.000420915
3.51,0.000200282
3.52,-0.000118298
3.53,-0.000409114
3.54,-0.000547836
3.55,-0.000553494
3.56,-0.000555356
3.57,-0.000555356
3.58,-0.000434572
3.59,-0.000183765
3.6,5.87058e-05
3.61,5.87052e-05
3.62,0.000282484
3.63,0.000383416
3.64,0.000383416
3.65,0.000382197
3.66,0.000373889
3.67,0.000179141
3.68,-0.00010198
3.69,-0.000358638
3.7,-0.000366946
3.71,-0.00048934
3.72,-0.000492879
3.73,-0.00049288
3.74,-0.000385499
3.75,-0.000385499
3.76,-0.000162837
3.77,5.22907e-05
3.78,0.000253211
3.79,0.000261397
3.8,0.000260884
3.81,0.00025705
3.82,0.000253215
3.83,-5.0174e-05
3.84,-5.40083e-05
3.85,-0.000230468
3.86,-0.000317671
3.87,-0.000320363
3.88,-0.000320702
3.89,-0.000315797
3.9,-0.000308896
3.91,-0.00014642
3.92,8.77396e-05
3.93,0.000302269
3.94,0.000406862
3.95,0.000409973
3.96,0.000411223
3.97,0.000406786
3.98,0.000397869
3.99,0.000189617
4,-0.000111094
4.01,-0.000385952
4.02,-0.000517587
4.03,-0.000523154
4.04,-0.000524292
4.05,-0.000524292
4.06,-0.000409656
4.07,-0.000173504
4.08,5.47201e-05
4.09,5.47195e-05
4.1,0.000270471
4.11,0.000275858
4.12,0.000274749
4.13,0.000270683
4.14,0.000143236
4.15,-5.3691e-05
4.16,-0.000240335
4.17,-0.000244401
4.18,-0.000337746
4.19,-0.000340262
4.2,-0.000339822
4.21,-0.000332523
4.22,-0.000160279
4.23,-0.00015298
4.24,9.53688e-05
4.25,0.000322997
4.26,0.000431534
4.27,0.000433854
4.28,0.000433855
4.29,0.000426423
4.3,0.000207089
4.31,0.000197642
4.32,-0.000119384
4.33,-0.000408877
4.34,-0.000547561
4.35,-0.000551497
4.36,-0.000552139
4.37,-0.00055214
4.38,-0.000432152
4.39,-0.000182812
4.4,5.8163e-05
4.41,0.000282309
4.42,0.000384362
4.43,0.000384361
4.44,0.000384361
4.45,0.000380523
4.46,0.000372206
4.47,0.000177071
4.48,-0.000104577
4.49,-0.000361799
4.5,-0.000370117
4.51,-0.000491391
4.52,-0.000493789
4.53,-0.000493789
4.54,-0.00038623
4.55,-0.000163152
4.56,5.23618e-05
4.57,5.23613e-05
4.58,0.000256458
4.59,0.000261856
4.6,0.000260142
4.61,0.000256301
4.62,0.000135127
4.63,-5.14555e-05
4.64,-5.5297e-05
4.65,-0.000232062
4.66,-0.000319093
4.67,-0.000321267
4.68,-0.000321107
4.69,-0.000314193
4.7,-0.000151426
4.71,-0.000144511
4.72,9.00582e-05
4.73,0.000304968
4.74,0.000408555
4.75,0.000411672
4.76,0.000411951
4.77,0.000404718
4.78,0.000395785
4.79,0.00018716
4.8,-0.000114087
4.81,-0.000389432
4.82,-0.0005213
4.83,-0.000525228
4.84,-0.000525228
4.85,-0.000525229
4.86,-0.000410382
4.87,-0.000173813
4.88,5.48159e-05
4.89,0.00026583
4.9,0.000273945
4.91,0.000276356
4.92,0.000273973
4.93,0.000269899
4.94,0.000142219
4.95,-5.50676e-05
4.96,-0.000242042
4.97,-0.000336217
4.98,-0.000339282
4.99,-0.000340867
5,-0.000338146
5.01,-0.000330833
5.02,-0.000158283
5.03,9.04983e-05
5.04,0.000318531
5.05,0.000428143
5.06,0.00043327
5.07,0.000434611
5.08,0.000433677
5.09,0.000424212
5.1,0.000204492
5.11,0.000195027
5.12,-0.00012256
5.13,-0.000412567
5.14,-0.000549782
5.15,-0.000553129
5.16,-0.000553129
5.17,-0.00043292
5.18,-0.000183139
5.19,5.82665e-05
5.2,5.82659e-05
5.21,0.000282814
5.22,0.000385043
5.23,0.000385043
5.24,0.000385043
5.25,0.000378594
5.26,0.000370262
5.27,0.000174785
5.28,-0.000107367
5.29,-0.000365057
5.3,-0.000489756
5.31,-0.000493446
5.32,-0.000494696
5.33,-0.000386947
5.34,-0.000386948
5.35,-0.000163477
5.36,5.24208e-05
5.37,0.000251847
5.38,0.000259698
5.39,0.000262302
5.4,0.00025938
5.41,0.000255533
5.42,0.000134159
5.43,-5.27418e-05
5.44,-0.000229806
5.45,-0.000317321
5.46,-0.000320463
5.47,-0.000321802
5.48,-0.000319479
5.49,-0.000312555
5.5,-0.000149523
5.51,8.5442e-05
5.52,0.000300707
5.53,0.000307632
5.54,0.000410222
5.55,0.000412648
5.56,0.000411551
5.57,0.000402604
5.58,0.000193635
5.59,0.000184689
5.6,-0.000117065
5.61,-0.000392872
5.62,-0.000523549
5.63,-0.000526108
5.64,-0.000526108
5.65,-0.000411078
5.66,-0.00017412
5.67,-0.000174121
5.68,5.48896e-05
5.69,0.00026779
5.7,0.000276784
5.71,0.000276786
5.72,0.000273119
5.73,0.000269039
5.74,0.000141163
5.75,-5.64309e-05
5.76,-0.000243699
5.77,-0.000337747
5.78,-0.00034076
5.79,-0.000341407
5.8,-0.000336391
5.81,-0.000329067
5.82,-0.000156223
5.83,9.2979e-05
5.84,0.000321389
5.85,0.000431173
5.86,0.000435
5.87,0.000435361
5.88,0.000431467
5.89,0.000421986
5.9,0.000201896
5.91,-0.00011623
5.92,-0.000406725
5.93,-0.000545898
5.94,-0.000551926
5.95,-0.000554046
5.96,-0.000554047
5.97,-0.000433646
5.98,-0.000183447
5.99,5.83619e-05
6,5.83613e-05
6.01,0.000283277
6.02,0.000385678
6.03,0.000385678
6.04,0.000384957
6.05,0.000376612
6.06,0.000180806
6.07,0.00017246
6.08,-0.000359911
6.09,-0.000368257
6.1,-0.000491707
6.11,-0.000495401
6.12,-0.000495501
6.13,-0.000387563
6.14,-0.000387563
6.15,-0.000163722
6.16,5.25287e-05
6.17,0.000253948
6.18,0.00026274
6.19,0.000262467
6.2,0.000258614
6.21,0.00025476
6.22,0.000133199
6.23,-5.4003e-05
6.24,-0.000231355
6.25,-0.000319011
6.26,-0.00032179
6.27,-0.0003223
6.28,-0.000317805
6.29,-0.00031087
6.3,-0.000147583
6.31,8.77416e-05
6.32,0.000303345
6.33,0.000408712
6.34,0.000411839
6.35,0.000413291
6.36,0.000409385
6.37,0.000400425
6.38,0.000191127
6.39,-0.000111104
6.4,-0.000387349
6.41,-0.000519664
6.42,-0.000525589
6.43,-0.000526967
6.44,-0.000526968
6.45,-0.000411742
6.46,-0.000174403
6.47,5.4971e-05
6.48,5.49704e-05
6.49,0.000271211
6.5,0.000277231
6.51,0.000276375
6.52,0.000272289
6.53,0.00014421
6.54,-5.37031e-05
6.55,-0.000241268
6.56,-0.000245354
6.57,-0.000339212
6.58,-0.000341929
6.59,-0.00034193
6.6,-0.000334611
6.61,-0.000327275
6.62,-0.000154173
6.63,9.54066e-05
6.64,0.000324168
6.65,0.000433504
6.66,0.000436029
6.67,0.000436029
6.68,0.000429169
6.69,0.000208734
6.7,0.000199237
6.71,-0.000119388
6.72,-0.000410355
6.73,-0.000549773
6.74,-0.000554081
6.75,-0.000554972
6.76,-0.000554973
6.77,-0.000434372
6.78,-0.000183775
6.79,5.84176e-05
6.8,0.000283699
6.81,0.000386266
6.82,0.000386266
6.83,0.000386266
6.84,0.000382935
6.85,0.000374578
6.86,0.00017847
6.87,-0.000104577
6.88,-0.000363097
6.89,-0.000371455
6.9,-0.000493659
6.91,-0.000496299
6.92,-0.000496299
6.93,-0.000388189
6.94,-0.000163995
6.95,5.25973e-05
6.96,5.25968e-05
6.97,0.000257151
6.98,0.000263146
6.99,0.000261661
7,0.000257802
7.01,0.000136062
7.02,-5.14151e-05
7.03,-5.52746e-05
7.04,-0.000232893
7.05,-0.000320426
7.06,-0.000322778
7.07,-0.000322778
7.08,-0.000316109
7.09,-0.000309163
7.1,-0.000145623
7.11,9.00753e-05
7.12,0.00030602
7.13,0.000410362
7.14,0.000413495
7.15,0.000413969
7.16,0.000407257
7.17,0.000398281
7.18,0.000188634
7.19,-0.000114111
7.2,-0.000390821
7.21,-0.000523355
7.22,-0.000527659
7.23,-0.00052786
7.24,-0.00052786
7.25,-0.000412451
7.26,-0.000174705
7.27,5.50609e-05
7.28,0.000267124
7.29,0.000274675
7.3,0.000277699
7.31,0.000275557
7.32,0.000271465
7.33,0.000143178
7.34,-5.50563e-05
7.35,-0.000242925
7.36,-0.000247017
7.37,-0.000340696
7.38,-0.000342476
7.39,-0.000340208
7.4,-0.000332862
7.41,-0.000159496
7.42,9.04823e-05
7.43,0.000319607
7.44,0.000429749
7.45,0.000435161
7.46,0.000436709
7.47,0.000436376
7.48,0.000426865
7.49,0.000206101
7.5,0.00019659
7.51,-0.000122526
7.52,-0.000413945
7.53,-0.000552195
7.54,-0.000555805
7.55,-0.000555805
7.56,-0.000435019
7.57,-0.00043502
7.58,5.85185e-05
7.59,5.85179e-05
7.6,0.00028413
7.61,0.00038684
7.62,0.00038684
7.63,0.00038684
7.64,0.000380888
7.65,0.000372517
7.66,0.000176107
7.67,-0.000107382
7.68,-0.000366292
7.69,-0.000491878
7.7,-0.000495585
7.71,-0.000497072
7.72,-0.000497073
7.73,-0.0003888
7.74,-0.000164278
7.75,5.26407e-05
7.76,0.000253008
7.77,0.00026032
7.78,0.000263506
7.79,0.000260812
7.8,0.000256948
7.81,0.000135031
7.82,-5.27048e-05
7.83,-0.00023056
7.84,-0.000234425
7.85,-0.000321695
7.86,-0.000323209
7.87,-0.00032131
7.88,-0.000314354
7.89,-0.000150619
7.9,8.53665e-05
7.91,0.000301581
7.92,0.000308536
7.93,0.000411819
7.94,0.000414451
7.95,0.000413923
7.96,0.000404937
7.97,0.000195062
7.98,0.000186076
7.99,-0.000116997
8,-0.000394023
8.01,-0.000525621
8.02,-0.000528421
8.03,-0.000528421
8.04,-0.000412887
8.05,-0.000174891
8.06,-0.000174892
8.07,5.51131e-05
8.08,0.000268341
8.09,0.000277952
8.1,0.000277978
8.11,0.000274555
8.12,0.000270457
8.13,0.000142032
8.14,-5.6411e-05
8.15,-0.000244474
8.16,-0.000338993
8.17,-0.000342019
8.18,-0.000342854
8.19,-0.000338281
8.2,-0.000330926
8.21,-0.000157363
8.22,9.28829e-05
8.23,0.000322257
8.24,0.000434828
8.25,0.000439114
8.26,0.00043972
8.27,0.000436391
8.28,0.000426839
8.29,0.000204733
8.3,-0.000116214
8.31,-0.000409505
8.32,-0.000419057
8.33,-0.000556637
8.34,-0.000559034
8.35,-0.000559034
8.36,-0.000437582
8.37,-0.000186145
8.38,5.67988e-05
8.39,5.67982e-05
8.4,0.000282815
8.41,0.000386223
8.42,0.000386223
8.43,0.000386028
8.44,0.000377682
8.45,0.000181653
8.46,0.000173307
8.47,-0.000109587
8.48,-0.000368056
8.49,-0.000492043
8.5,-0.000495748
8.51,-0.000496078
8.52,-0.00038803
8.53,-0.00038803
8.54,-0.000163946
8.55,5.25335e-05
8.56,0.000253616
8.57,0.000262635
8.58,0.000262954
8.59,0.000259098
8.6,0.000255242
8.61,0.000135075
8.62,-5.10489e-05
8.63,-0.000227446
8.64,-0.000315714
8.65,-0.000318603
8.66,-0.00031929
8.67,-0.000315276
8.68,-0.000308424
8.69,-0.000146789
8.7,8.6088e-05
8.71,0.000299607
8.72,0.000404091
8.73,0.000407393
8.74,0.000409026
8.75,0.000405725
8.76,0.000396859
8.77,0.000189755
8.78,-0.000109306
8.79,-0.000382695
8.8,-0.000516418
8.81,-0.000522745
8.82,-0.000524465
8.83,-0.000524465
8.84,-0.000410084
8.85,-0.00017395
8.86,-0.00017395
8.87,5.40392e-05
8.88,0.000268627
8.89,0.000275228
8.9,0.000274631
8.91,0.000270581
8.92,0.000143486
8.93,-5.29962e-05
8.94,-0.000239212
8.95,-0.000243262
8.96,-0.000336527
8.97,-0.000339415
8.98,-0.000339415
8.99,-0.000332604
9,-0.000325324
9.01,-0.000153517
9.02,9.4202e-05
9.03,0.00032126
9.04,0.000432364
9.05,0.000435267
9.06,0.000435268
9.07,0.000429019
9.08,0.000209168
9.09,0.000199713
9.1,-0.000117982
9.11,-0.00040831
9.12,-0.000547584
9.13,-0.000552228
9.14,-0.000553372
9.15,-0.000553373
9.16,-0.000433161
9.17,-0.000184294
9.18,5.61757e-05
9.19,0.00027988
9.2,0.000382228
9.21,0.000382228
9.22,0.000382228
9.23,0.000379455
9.24,0.000371194
9.25,0.000177177
9.26,-0.000102799
9.27,-0.0003586
9.28,-0.000366861
9.29,-0.000488121
9.3,-0.00049097
9.31,-0.000490971
9.32,-0.000384044
9.33,-0.000162279
9.34,-0.000162279
9.35,5.1963e-05
9.36,0.000253758
9.37,0.000260247
9.38,0.000259018
9.39,0.000255202
9.4,0.000136298
9.41,-4.78733e-05
9.42,-5.16892e-05
9.43,-0.000226232
9.44,-0.000313385
9.45,-0.000315914
9.46,-0.000315914
9.47,-0.000309819
9.48,-0.00030304
9.49,-0.000143103
9.5,8.73202e-05
9.51,0.000298586
9.52,0.000401009
9.53,0.000404081
9.54,0.000404736
9.55,0.000398727
9.56,0.000389953
9.57,0.000185002
9.58,-0.000110938
9.59,-0.000381468
9.6,-0.000513802
9.61,-0.000518563
9.62,-0.000519018
9.63,-0.000519019
9.64,-0.000405828
9.65,-0.000172133
9.66,5.35022e-05
9.67,0.000261979
9.68,0.000268825
9.69,0.000272383
9.7,0.000270539
9.71,0.00026653
9.72,0.000140735
9.73,-5.37253e-05
9.74,-0.000238024
9.75,-0.000242033
9.76,-0.000334009
9.77,-0.000335941
9.78,-0.000334159
9.79,-0.000326952
9.8,-0.000156892
9.81,8.83086e-05
9.82,9.55155e-05
9.83,0.000423381
9.84,0.000429043
9.85,0.00043088
9.86,0.00043088
9.87,0.000421763
9.88,0.000204134
9.89,0.000194773
9.9,-0.000119716
9.91,-0.00040711
9.92,-0.00054396
9.93,-0.000547773
9.94,-0.000547774
9.95,-0.000428776
9.96,-0.000428776
9.97,-0.000182417
9.98,5.5624e-05
9.99,0.000277073
10,0.000378392
10.01,0.000378392
10.02,0.000378392
10.03,0.00037309
10.04,0.000364912
10.05,0.000172859
10.06,-0.000104289
10.07,-0.000357517
10.08,-0.000480702
10.09,-0.000484332
10.1,-0.000486017
10.11,-0.000486017
10.12,-0.00038017
10.13,-0.000160629
10.14,5.14624e-05
10.15,0.000247379
10.16,0.000253979
10.17,0.00025763
10.18,0.000255236
10.19,0.000251458
10.2,0.000133745
10.21,-4.85726e-05
10.22,-0.000221362
10.23,-0.00022514
10.24,-0.000311061
10.25,-0.000312732
10.26,-0.000311316
10.27,-0.000304604
10.28,-0.000146277
10.29,8.18294e-05
10.3,0.000290969
10.31,0.000297681
10.32,0.000397926
10.33,0.000400668
10.34,0.000400669
10.35,0.00039201
10.36,0.000383325
10.37,0.000180446
10.38,-0.000112498
10.39,-0.000380301
10.4,-0.000510601
10.41,-0.000513757
10.42,-0.000513758
10.43,-0.000401721
10.44,-0.000170402
10.45,-0.000170402
10.46,5.29438e-05
10.47,0.000259634
10.48,0.000268989
10.49,0.000269596
10.5,0.00026653
10.51,0.000262564
10.52,0.000138075
10.53,-5.43933e-05
10.54,-0.000236805
10.55,-0.000328547
10.56,-0.000331482
10.57,-0.000332477
10.58,-0.000328486
10.59,-0.000321353
10.6,-0.000153035
10.61,8.96366e-05
10.62,0.000312081
10.63,0.000421271
10.64,0.00042567
10.65,0.000426461
10.66,0.000423801
10.67,0.000414536
10.68,0.000199134
10.69,-0.000112133
10.7,-0.00039659
10.71,-0.000405854
10.72,-0.000539635
10.73,-0.000542202
10.74,-0.000542202
10.75,-0.00042442
10.76,-0.000180571
10.77,5.50438e-05
10.78,5.50432e-05
10.79,0.000274234
10.8,0.00037452
10.81,0.00037452
10.82,0.00037452
10.83,0.000366742
10.84,0.000358648
10.85,0.000168562
10.86,-0.000105745
10.87,-0.000356373
10.88,-0.00047689
10.89,-0.000480482
10.9,-0.000481026
10.91,-0.000376251
10.92,-0.000376251
10.93,-0.000158966
10.94,5.09527e-05
10.95,0.000245377
10.96,0.000254122
10.97,0.000255005
10.98,0.000251466
10.99,0.000247726
11,0.000131217
11.01,-4.92484e-05
11.02,-0.00022028
11.03,-0.000305865
11.04,-0.000308736
11.05,-0.000309563
11.06,-0.000306083
11.07,-0.000299439
11.08,-0.00014271
11.09,8.30894e-05
11.1,0.000290117
11.11,0.000296762
11.12,0.000394858
11.13,0.000396632
11.14,0.000393972
11.15,0.000385376
11.16,0.000184545
11.17,-0.000105436
11.18,-0.000370526
11.19,-0.000500208
11.2,-0.000506639
11.21,-0.000508547
11.22,-0.000508548
11.23,-0.000397633
11.24,-0.000168658
11.25,-0.000168659
11.26,5.24164e-05
11.27,0.000259908
11.28,0.000266879
11.29,0.000266543
11.3,0.000262617
11.31,0.000139384
11.32,0.000135457
11.33,-0.000231682
11.34,-0.000235608
11.35,-0.000326098
11.36,-0.000329004
11.37,-0.000329082
11.38,-0.000322922
11.39,-0.000315862
11.4,-0.000149278
11.41,9.09238e-05
11.42,0.000311094
11.43,0.000419083
11.44,0.000422101
11.45,0.000422101
11.46,0.000416614
11.47,0.000407445
11.48,0.000194253
11.49,-0.00011382
11.5,-0.00039535
11.51,-0.000530416
11.52,-0.000535254
11.53,-0.000536605
11.54,-0.000536605
11.55,-0.000420034
11.56,-0.000178704
11.57,5.44752e-05
11.58,0.000271507
11.59,0.000281433
11.6,0.000286041
11.61,0.000284222
11.62,0.000280042
11.63,0.000148015
11.64,-5.58888e-05
11.65,-0.00024941
11.66,-0.000347419
11.67,-0.000351003
11.68,-0.000352159
11.69,-0.000350936
11.7,-0.000343364
11.71,-0.000165755
11.72,9.06272e-05
11.73,9.81992e-05
11.74,0.000333148
11.75,0.000444799
11.76,0.000447339
11.77,0.000444829
11.78,0.000435151
11.79,0.00020943
11.8,-0.000116533
11.81,-0.000126211
11.82,-0.000423506
11.83,-0.000564979
11.84,-0.00056896
11.85,-0.000568971
11.86,-0.000568972
11.87,-0.000444899
11.88,-0.000187882
11.89,6.03499e-05
11.9,0.000291445
11.91,0.000396546
11.92,0.000396546
11.93,0.000396546
11.94,0.000391196
11.95,0.000382613
11.96,0.000181266
11.97,-0.000109694
11.98,-0.000375378
11.99,-0.000504874
12,-0.000509806
12.01,-0.000510495
12.02,-0.000510495
12.03,-0.000399081
12.04,-0.00016924
12.05,5.27449e-05
12.06,0.000257778
12.07,0.000263921
12.08,0.000268017
12.09,0.000266448
12.1,0.000262504
12.11,0.00013875
12.12,-5.25578e-05
12.13,-0.000233867
12.14,-0.000237811
12.15,-0.000328362
12.16,-0.000330445
12.17,-0.000329139
12.18,-0.00032205
12.19,-0.000154758
12.2,8.64344e-05
12.21,9.3524e-05
12.22,0.000314614
12.23,0.000421869
12.24,0.000423878
12.25,0.000423879
12.26,0.000415482
12.27,0.000201385
12.28,0.000192177
12.29,-0.000117186
12.3,-0.000399916
12.31,-0.000534912
12.32,-0.000538755
12.33,-0.00053891
12.34,-0.00053891
12.35,-0.00042184
12.36,-0.000179474
12.37,5.47103e-05
12.38,0.000275759
12.39,0.000285727
12.4,0.000287234
12.41,0.0002841
12.42,0.0002799
12.43,0.000147304
12.44,-5.74597e-05
12.45,-0.000251796
12.46,-0.000350196
12.47,-0.000353474
12.48,-0.000353644
12.49,-0.000350032
12.5,-0.00034243
12.51,-0.000164091
12.52,9.33582e-05
12.53,0.00032928
12.54,0.000443028
12.55,0.000447638
12.56,0.000449182
12.57,0.000443637
12.58,0.000433919
12.59,0.000207272
12.6,-0.000120042
12.61,-0.00012976
12.62,-0.000428284
12.63,-0.000568571
12.64,-0.000571331
12.65,-0.000571331
12.66,-0.000446746
12.67,-0.000188668
12.68,6.05888e-05
12.69,0.000292639
12.7,0.000292638
12.71,0.000398174
12.72,0.000398174
12.73,0.000398174
12.74,0.000390114
12.75,0.000381495
12.76,0.000179324
12.77,-0.000112834
12.78,-0.000379621
12.79,-0.000509246
12.8,-0.000512599
12.81,-0.0005126
12.82,-0.000512601
12.83,-0.000169923
12.84,-0.000169924
12.85,5.29771e-05
12.86,0.000258853
12.87,0.000267937
12.88,0.000269131
12.89,0.000266314
12.9,0.000262353
12.91,0.000138077
12.92,-5.40368e-05
12.93,-0.000236111
12.94,-0.000327751
12.95,-0.000330681
12.96,-0.000331859
12.97,-0.000328314
12.98,-0.000321194
12.99,-0.000153212
13,8.89924e-05
13.01,0.000311008
13.02,0.000419995
13.03,0.000424624
13.04,0.000425619
13.05,0.000423547
13.06,0.000414302
13.07,0.000199351
13.08,-0.000111263
