time,Nodes1Paths2.VotingSlave_1.ClockServo.OffsetFromMaster:vector
0.340028504403,0.00500067
0.344634571721,0.00500067
0.355652506118,0.00250034
0.356303732422,0
0.360268056821,0
0.371269118623,0
0.371922592935,5e-08
0.37590908916,5e-08
0.386895284811,4.8017e-08
0.38754051897,-7.485e-09
0.391509388564,-7.485e-09
0.402523845939,-4.57766e-07
0.403166194701,4.2474e-08
0.407145385191,-5.5492e-08
0.41814604326,-5.5492e-08
0.418803470662,-5.13096e-07
0.422764059737,-5.13096e-07
0.433773902445,-4.72385e-07
0.434417229218,-4.72385e-07
0.438389500623,-4.72385e-07
0.449405426686,-3.80565e-07
0.450046359889,-3.50108e-07
0.454018432368,-3.32577e-07
0.465015235351,-3.02223e-07
0.465675508601,-2.96699e-07
0.469629171459,-2.75664e-07
0.480641549781,-2.56958e-07
0.481305479434,-2.56958e-07
0.485262681665,-2.56842e-07
0.496277502649,-3.05609e-07
0.496929593028,-2.56842e-07
0.500887032218,-1.66479e-07
0.511897761252,-1.66479e-07
0.51254716081,-1.66479e-07
0.516514476034,-1.7016e-07
0.52752871882,-1.93722e-07
0.528175893425,-1.96472e-07
0.532133135252,-1.93722e-07
0.543152466928,-1.72699e-07
0.543800543572,-1.72699e-07
0.547768504375,-1.29402e-07
0.558768637606,-1.9421e-07
0.559431715374,-1.9421e-07
0.563390654474,-1.9421e-07
0.574405701744,-6.6256e-08
0.575051832324,-5.5825e-08
0.579014378929,-5.5825e-08
0.590036688497,-8.2086e-08
0.590685049848,-9.5186e-08
0.594636435168,-8.7781e-08
0.605649150265,-8.7781e-08
0.606304340962,-8.7781e-08
0.610269786132,-2.2151e-08
0.621272083518,-6.5644e-08
0.621932204478,-1.7117e-08
0.625892189135,-6.5644e-08
0.636914230274,-6.6524e-08
0.637551241134,-6.8329e-08
0.641510227137,-6.8329e-08
0.652527474861,-1.3195e-08
0.653174445758,-1.662e-09
0.657138554102,-1.662e-09
0.66814739684,-5.7508e-08
0.668798268573,-6.0989e-08
0.672769988576,-6.0989e-08
0.683772706361,-5.6592e-08
0.684425396619,-5.6592e-08
0.688390800087,-4.9944e-08
0.699409746928,-4.9344e-08
0.700046556835,-4.9344e-08
0.704016216565,3.73e-10
0.715021559374,-3.2572e-08
0.715674364785,-3.2572e-08
0.719630416531,-3.2572e-08
0.730642851993,2.916e-09
0.731296380188,2.916e-09
0.735265267865,4.418e-09
0.746275431885,-9.6967e-08
0.746927725376,4.418e-09
0.750884238273,4.526e-09
0.761902116546,4.526e-09
0.762559581443,-4.4871e-08
0.766518904396,-4.4871e-08
0.777518353186,-4.0222e-08
0.778177354011,-2.118e-09
0.782138375765,-4.0222e-08
0.793146817301,-8.54e-08
0.793805378707,-8.9853e-08
0.797767623809,-8.54e-08
0.808771082065,-3.931e-08
0.809427562663,-3.931e-08
0.813388823504,2.1941e-08
0.824412754664,-3.299e-09
0.825051360053,-3.299e-09
0.829009319769,-3.299e-09
0.840011871922,-2.76e-09
0.840675955283,2.0856e-08
0.844634776036,2.049e-08
0.855651156953,2.049e-08
0.856296302979,-7.647e-09
0.860267191817,-3.948e-08
0.871266956351,-3.948e-08
0.871920727247,-3.948e-08
0.875884275865,2.3684e-08
0.886898467672,2.3684e-08
0.887555351197,3.6224e-08
0.891514988186,3.6224e-08
0.902514080406,-2.8221e-08
0.903177184317,-3.1324e-08
0.90713528687,-4.3793e-08
0.918146743146,-4.3793e-08
0.918804600371,-4.3793e-08
0.922762275888,-2.2008e-08
0.933771441515,-1.752e-08
0.934408158038,2.2998e-08
0.9383862951,-9.256e-09
0.949417945087,3.3788e-08
0.95005427444,3.3788e-08
0.954012499746,4.1306e-08
0.965022841883,4.1306e-08
0.965676428853,-1.3142e-08
0.969646815215,-1.3142e-08
0.98065326078,-6.9395e-08
0.981295082151,-5.881e-09
0.985265224783,-3.73e-09
0.996278088322,4.8654e-08
0.996923101463,4.8654e-08
1.00088343698,4.8654e-08
1.011919372986,-2.152e-08
