time,Nodes1Paths2.StandardSlave_1.PTP_Stack.offsetFromMaster:vector
1.778169858949,-1.433e-06
1.79380394439,-7.11e-06
1.809431642273,1.157e-06
1.825060085062,1.621e-06
1.840674734134,1.668e-06
1.856308764806,-3.684e-06
1.871923992498,3.57e-06
1.887558215094,1.569e-06
1.903178183312,9.68e-07
1.918803393111,2.129e-06
1.934433840858,6.5e-08
1.9500499151,-5.57e-07
1.965682552498,-1.275e-06
1.981302505559,-3.5e-08
1.996924604648,1.9e-08
2.012540979158,-1.71e-07
2.028180453528,6e-08
2.043795397203,1.19e-06
2.059431251922,-2.37e-07
2.075060717463,3.901e-06
2.090676620241,-7.1e-07
2.106306758449,-1.15e-06
2.121928508409,5.58e-07
2.137554270044,1.22e-06
2.153174003149,-3.3e-08
2.168809907657,-5.019e-06
2.184416131724,-2.33e-07
2.200046291962,-2.77e-07
2.215672142112,3.359e-06
2.23130688538,-3.15e-07
2.246930181502,-5.64e-06
2.262547340217,9.46e-07
2.278172306504,7.49e-07
2.293806702863,-2.73e-07
2.309419607546,2.45e-07
2.325053646186,1.06e-07
2.340681771648,6.59e-07
2.356293843524,3.76e-06
2.371930151019,-2.45e-07
2.387552570866,-9.488e-06
2.403183825598,5.4e-07
2.418795043124,3.59e-07
2.434432472881,2.99e-07
2.450048388019,6.703e-06
2.46566992591,7e-09
2.481302849245,1.32e-07
2.496921765232,-2.48e-07
2.512549378297,-5.18e-06
2.528167762909,2.35e-07
2.543792534815,1.99e-07
2.559426654168,-6.48e-07
2.575057605876,-6.37e-07
2.590670663953,5.794e-06
2.606300725434,3.04e-06
2.621920321656,2.824e-06
2.63754290542,-1.677e-06
2.653175393117,-1.364e-06
2.668807799136,-1.092e-06
2.684428000562,-1.353e-06
2.70004242471,4.26e-07
2.715676386365,3.09e-07
2.731298594187,-4.22e-07
2.746931315797,-1.83e-07
2.762551432521,-2.388e-06
2.778172527481,-4.93e-07
2.793805618703,1.24e-07
2.809424809459,2.129e-06
2.825061058545,1.19e-07
2.840678654933,6.475e-06
2.856293538377,-1.184e-06
2.871924319738,2.643e-06
2.887562370374,-1.668e-06
2.903180569067,-1.742e-06
2.918799282482,-7.768e-06
2.934419130976,2.42e-07
2.950045592621,-1.95e-07
2.965675892728,1.595e-06
2.981297101696,1.14e-07
2.99692553343,-1.169e-06
3.012546073203,-2.161e-06
3.028184043564,7.68e-07
3.043803351633,-2.151e-06
3.059428534403,1.306e-06
3.075057529922,3.253e-06
3.090671193167,1.569e-06
3.106299314101,1.216e-06
3.121924662261,-7.72e-07
3.137550342573,-8.13e-07
3.153173302058,-4.754e-06
3.168803857308,-2.873e-06
3.184430772026,-3.07e-07
3.200044780238,5.14e-07
3.215676866605,1.339e-06
3.231292372676,1.628e-06
3.246931031958,2.146e-06
3.262549072501,3.954e-06
3.278169541063,5.63e-07
3.293803751533,-2.03e-07
3.309417737139,-2.05e-07
3.325045381142,6.091e-06
3.340672367059,-4.42e-06
3.356308693883,-3.83e-06
3.371924164068,-2.91e-07
3.387550438051,1.75e-07
3.403181578137,-1.852e-06
3.418812734973,1.047e-06
3.434411161895,9.41e-07
3.450045053382,3.81e-07
3.465667421957,-1.6e-07
3.481305534503,-1e-08
3.496927137619,-5.84e-07
3.512545084071,-8e-08
3.528186393888,-1.426e-06
3.543801729759,-5.87e-07
3.559440561027,1.117e-06
3.57505993134,-6.63e-07
3.590675075492,-2.05e-07
3.606299174407,1.402e-06
3.621930299003,1.491e-06
3.637550741788,1.53e-06
3.653174264154,-3.71e-07
3.668798840044,-7.62e-07
3.684427979946,-7.65e-07
3.700052334125,-8.79e-07
3.715682725404,-6.03e-07
3.731293376781,-1.968e-06
3.746926048127,1.742e-06
3.76255394671,-3.312e-06
3.778166389925,1.203e-06
3.793807398904,1.063e-06
3.809421601548,1.107e-06
3.82504901242,6.95e-07
3.840677994143,2.829e-06
3.856306676954,5.447e-06
3.871920594993,-1.222e-06
3.887548947132,2.716e-06
3.903184883244,-1.631e-06
3.918804905856,2.268e-06
3.934423357402,-2.401e-06
3.950056554658,-1.811e-06
3.965684404945,-1.018e-06
3.981296784204,-8.54e-07
3.996929288253,9e-07
4.012556425607,2.15e-07
4.02817842626,-1.74e-07
4.043803781347,-6.31e-07
4.059422677398,0
4.075053839654,-5.08e-07
4.09067145019,-5.202e-06
4.106306232543,-6.339e-06
4.121921446902,2.274e-06
4.137545068908,1.666e-06
4.15317480734,1.429e-06
4.168806081278,1.179e-06
4.184424886497,-1.183e-06
4.200054837644,5.712e-06
4.215672174246,-6.99e-07
4.231305248574,-5.99e-07
4.246919764326,6.88e-07
4.262557095858,6.19e-07
4.278177042297,-1.176e-06
4.293797682888,-2.69e-07
4.30942323634,-6.94e-07
4.325048749884,-5.36e-07
4.340670828406,-7.19e-07
4.35630143979,-1.289e-06
4.371927616383,1.277e-06
4.387553264974,-1.58e-06
4.403177982029,-2.526e-06
4.418797742312,-1.773e-06
4.434425756066,-2.63e-07
4.450052149468,-1.093e-06
4.465670430101,5.225e-06
4.481300892287,-1.689e-06
4.496925177498,-1.651e-06
4.512555223912,-4.293e-06
4.528170684813,1.81e-07
4.543793109519,5.38e-07
4.559433939777,1.0121e-05
4.575055975669,7.7e-08
4.590672253261,2.327e-06
4.606303291436,-5.003e-06
4.621927877636,-9.41e-07
4.637546951946,-5.485e-06
4.653175752912,7.34e-07
4.668789959864,2.245e-06
4.68443539906,6.943e-06
4.70005869958,1.103e-06
4.715671157421,-2.849e-06
4.731298884279,-4.39e-07
4.746925278229,-3.162e-06
4.762546380164,-2.649e-06
4.778168954011,-4.268e-06
4.793805006907,4.456e-06
4.809423365209,-8.96e-07
4.825049045922,6.624e-06
4.840671445591,4.72e-07
4.856292027423,1.203e-06
4.871929240342,-3.457e-06
4.887548995059,-4.75e-07
4.903167341532,-1.64e-06
4.918803095385,-2.01e-07
4.934430830875,-6.93e-07
4.950052693691,-2.811e-06
4.96567043623,-4.261e-06
4.981291703762,1.454e-06
4.996929078738,1.16e-06
5.012551518997,1.198e-06
5.028181792329,1.031e-06
5.04379803183,7.62e-07
5.059430239344,2.105e-06
5.075049463427,1.733e-06
5.090676952679,1.492e-06
5.10629972051,1.7e-07
5.121925474816,8.9e-08
5.137547857074,-2.8e-07
5.153177601648,-8.34e-07
5.168796050592,-7.03e-07
5.184423730983,-8.39e-07
5.200054739552,2.682e-06
5.215679100649,1.265e-06
5.231296147393,-7.33e-07
5.24691914138,-1.135e-06
5.262558027697,5.35e-06
5.278176217236,-1.871e-06
5.293796080962,-3.577e-06
5.309423773534,-6.11e-07
5.325048971003,9e-09
5.340677856544,4.25e-07
5.356299283961,2.1e-08
5.371925725316,6.6e-07
5.38755431691,1.88e-07
5.4031792921,-3.16e-07
5.418797752468,-1.376e-06
5.434419760715,4.046e-06
5.450040363018,-9.506e-06
5.465672982524,-2.513e-06
5.481298587257,1.307e-06
5.496921182263,2.689e-06
5.512551594514,2.27e-06
5.528171652913,2.453e-06
5.54379675601,6.427e-06
5.559431392978,-6.7e-07
5.575051888339,-1.394e-06
5.590676166213,-2.134e-06
5.606301424206,-9.51e-07
5.621923332935,2.196e-06
5.637555768385,-3.57e-06
5.653175135732,1.62e-07
5.66880833617,4.38e-07
5.684418424482,3.63e-07
5.700048194338,-4.3e-08
5.715680452545,1.87e-07
5.731293677228,1.808e-06
5.746926529928,2.51e-07
5.762547073832,-3.74e-07
5.778175534803,-3.84e-07
5.793802253717,-4.49e-07
5.809436249045,-9.62e-07
5.825047943524,1.3e-08
5.840672431555,5.3e-08
5.856298562827,1.1e-08
5.871918605275,1.24e-07
5.887550017925,-2.811e-06
5.903175661843,5.77e-07
5.918795298951,4.2e-07
5.934418073747,-9.12e-07
5.950054605458,-8.18e-07
5.965677864518,-1.327e-06
5.981300064364,3.917e-06
5.996924718464,-7.343e-06
6.012553805049,1.729e-06
6.028177289131,1.226e-06
6.043799652806,-8.64e-07
6.059427941388,-1.392e-06
6.075059370396,6.261e-06
6.090674126544,-2.769e-06
6.106303914063,2.179e-06
6.121936333824,2.478e-06
6.137550107399,7.216e-06
6.153166251247,6.77e-07
6.168799910603,1.735e-06
6.184433597102,-1.101e-06
6.200044433282,2.48e-06
6.215672348266,-3.289e-06
6.231293715785,-1.942e-06
6.246932034019,2.6e-08
6.26255032936,-3.368e-06
6.27818002158,-5.181e-06
6.293802297064,9.9e-07
6.309432963588,1.053e-06
6.325057970943,-4.219e-06
6.340680346835,-1.213e-06
6.356307889033,2.245e-06
6.371925563478,1.672e-06
6.387549030405,-7.16e-07
6.403181465021,-1.387e-06
6.418806409327,-1.969e-06
6.434430760454,2.748e-06
6.450059233607,2.596e-06
6.465664057631,4.018e-06
6.481308350597,5.66e-07
6.496916779319,4.75e-07
6.512552055675,-4.33e-07
6.528183790915,-6.41e-07
6.543801601985,1.599e-06
6.559423657706,-4.303e-06
6.575040119656,2.1e-08
6.590674316514,2.01e-06
6.606305461767,1.2e-08
6.621929120447,-3.404e-06
6.637555164007,2.176e-06
6.653176127394,-4.06e-07
6.668812997424,-4.42e-07
6.68442775717,4.37e-07
6.700050059412,9.1e-07
6.715673427665,2.368e-06
6.731297495981,-3.155e-06
6.746929285826,-1.64e-07
6.762551986085,4.4e-08
6.778177599858,-5.33e-06
6.793807146899,1.091e-06
6.809420477352,1.327e-06
6.825050724622,2.45e-07
6.840676295971,-2.74e-06
6.856301746921,-1.156e-06
6.871932577488,-3.899e-06
6.887561033651,1.016e-06
6.903162996794,3.307e-06
6.918792063438,1.74e-06
6.934425259917,4.328e-06
6.950054646507,-6.8e-07
6.965678990758,-5.23e-07
6.981302735025,-4.41e-07
6.996930343414,-4.05e-07
7.012560981279,-1.38e-07
7.028170898706,-1.23e-07
7.04380946614,2.59e-07
7.059428499604,2.14e-07
7.075044510337,-4.176e-06
7.090676486248,5.3e-07
7.10629329388,2.63e-07
7.121929918931,-9.18e-07
7.137546674912,7.97e-07
7.153170838173,1.371e-06
7.168806686392,-9.91e-07
7.184422837636,7.13e-07
7.200052435879,-1.864e-06
7.215680286705,4.97e-07
7.231312024846,7.3e-07
7.246927794903,1.113e-06
7.26255339092,9.4e-07
7.27818595664,7.93e-07
7.293800052392,3.1e-07
7.309421790406,-9.03e-07
7.325046474007,-1.77e-06
7.340665212322,2.298e-06
7.356309994087,-2.369e-06
7.371927347716,-1.969e-06
7.387552406274,-1.812e-06
7.403180180548,-5.87e-07
7.418807021061,-2.353e-06
7.434422585116,4e-09
7.45005241597,-1.445e-06
7.465683979457,-2.036e-06
7.481297210953,2.173e-06
7.496929936519,1.525e-06
7.51255483335,-1.368e-06
7.528183437455,1.562e-06
7.543793745619,1.095e-06
7.559425414896,-2.952e-06
7.575044766003,-3.147e-06
7.590672132112,3.115e-06
7.606303697072,2.935e-06
7.621925063804,4.976e-06
7.637553715207,7.351e-06
7.653182743234,-7.44e-07
7.668794274886,-2.231e-06
7.684426255619,4.16e-07
7.700051727843,-2.241e-06
7.715677501737,-1.191e-06
7.731305863842,3.511e-06
7.746920339877,-1.197e-06
7.762545285105,-9.4e-08
7.778174521417,3.36e-07
7.793803255945,4.934e-06
7.809427615115,-7.28e-07
7.82505637738,-1.571e-06
7.840682271699,-3.32e-07
7.856309289994,-1.38e-07
7.871926070846,9.07e-07
7.887549245348,-2.334e-06
7.903169995893,1.53e-07
7.918796371419,-1.02e-06
7.934425154479,-4.35e-07
7.950054236454,-1.018e-06
7.965676658183,2.72e-07
7.981299160313,-3.035e-06
7.996929038718,4.87e-07
8.012547310881,2.787e-06
8.02817464561,3.01e-07
8.043804907388,2.95e-07
8.059428395319,4.307e-06
8.075053711004,-6.782e-06
8.090671217792,8.26e-07
8.106303369058,1.322e-06
8.121918774234,-2.566e-06
8.137553292629,-2.92e-07
8.153182879123,1.912e-06
8.168802272075,-8.85e-07
8.184421531233,-6.99e-07
8.200046144759,-7.23e-07
8.215676743711,-2.1e-07
8.231307157604,2.622e-06
8.246925604264,-4.8e-07
8.262550118429,-4.07e-07
8.27816749754,3.98e-07
8.29379747342,3.18e-07
8.309433696182,3.54e-07
8.325050713706,4.817e-06
8.340688807756,-4.6e-07
8.356299851325,-3.798e-06
8.37191817795,3.261e-06
8.387545257701,-1.297e-06
8.403177518781,-1.095e-06
8.418805653721,-8.57e-07
8.434429169918,-3.9e-07
8.450046383311,2.44e-07
8.465678244746,2.06e-07
8.4812998037,-2.533e-06
8.496925299822,3.19e-07
8.512556186811,-1.264e-06
8.528181786213,-1.241e-06
8.543804562287,-7.23e-07
8.559425032366,1.024e-06
8.575052323816,-5.044e-06
8.590676983988,2.182e-06
8.606298965087,1.893e-06
8.621922881076,1.316e-06
8.637540647053,1.817e-06
8.653183762757,-5.432e-06
8.668796620435,1.205e-06
8.684426941614,7.052e-06
8.700042746073,-7.21e-07
8.715682734252,-1.293e-06
8.731307294911,-1.774e-06
8.746928422527,-1.098e-06
8.762552499841,-4.1e-07
8.778174683994,4.353e-06
8.793803512841,-5.511e-06
8.809420024932,2.695e-06
8.825053190853,1.177e-06
8.840682061416,-1.756e-06
8.856295682176,1.249e-06
8.87192923608,6.13e-07
8.887547980662,4.09e-07
8.903172772836,3.68e-07
8.918796088082,2.8e-07
8.934423398682,-2.04e-06
8.950050196697,9.02e-07
8.965680770804,7.72e-07
8.981294202271,8.66e-07
8.996929374261,1.31e-07
9.012560446521,2.27e-07
9.02818804725,1.008e-06
9.043791166368,-1.05e-07
9.059432066824,-1.46e-07
9.075047409104,4.4e-08
9.090670774748,-5.684e-06
9.106298371243,9.25e-07
9.121937779583,7.28e-07
9.137542743453,-1.01e-07
9.153163965416,7.87e-07
9.16880129232,6.96e-07
9.184424142183,4.2e-07
9.200056646101,-6.28e-07
9.215675850373,5.19e-07
9.231307661529,-3.231e-06
9.246936302581,-7.42e-07
9.262551859126,9.9e-07
9.278174918822,2.196e-06
9.293802696958,5.6e-08
9.309430349473,-8.28e-07
9.325050405827,3.563e-06
9.340684480053,-2.492e-06
9.356305536335,-2.02e-06
9.371920673947,-8.04e-07
9.387552015315,2.036e-06
9.40318439524,-1.906e-06
9.418786682982,-1.487e-06
9.434427689598,-6.13e-07
9.450042967238,-4.67e-07
9.465678590307,-2.865e-06
9.481288559643,1.93e-06
9.496912603761,1.912e-06
9.512549149957,1.571e-06
9.528171359577,1.576e-06
9.543795721882,6.21e-07
9.559426897899,5.24e-07
9.575045227032,3.92e-07
9.590680828277,3.72e-07
9.606295873696,2.64e-07
9.621930825713,3.15e-07
9.637542434741,4.024e-06
9.653175973839,3.436e-06
9.668794693187,-1.475e-06
9.684426457413,-1.303e-06
9.700056903136,-1.101e-06
9.715679078531,-1.029e-06
9.731306738474,-2.726e-06
9.74691498093,4.99e-07
9.762542990501,5.222e-06
9.778169421075,-1.6e-07
9.793800522323,1.862e-06
9.809426944531,2.629e-06
9.825041425935,-2.988e-06
9.840674642596,1.401e-06
9.856297308057,-3.09e-06
9.871926843129,-2.9e-06
9.887548006809,-2.155e-06
9.903169618167,-3.86e-07
9.918799981232,-5.57e-07
9.934419673943,1.77e-07
9.950056771063,2.26e-07
9.965668136652,-5.002e-06
9.981304314179,2.535e-06
9.996926503307,4.708e-06
10.01255319985,1.422e-06
10.028168638531,-2.166e-06
10.043805281076,4.81e-07
10.059422220313,6.05e-07
10.075043042391,3.19e-07
10.090683013111,3.28e-07
10.106297814619,1.76e-07
10.121919378546,-2.6e-07
10.137545874767,8.004e-06
10.153178963903,-2.345e-06
10.168800859328,-1.346e-06
10.1844174817,4.521e-06
10.200047872288,1.447e-06
10.215677898982,-2.304e-06
10.231304722354,-1.443e-06
10.246927760543,-1.218e-06
10.262543900756,-5.32e-06
10.278181286605,-1.46e-07
10.293794515327,2.5e-08
10.309425910453,-3.477e-06
10.325040766599,2.922e-06
10.340682568031,2.32e-07
10.356296236266,1.47e-07
10.371925609469,1.14e-07
10.387553787918,6.946e-06
10.403171162634,-5.63e-07
10.418807525657,-3.418e-06
10.434427374146,-7.84e-07
10.45005018419,-6.86e-07
10.465671193942,-5.4e-08
10.48129418077,1.57e-06
10.496919077917,-1.782e-06
10.512555251661,-2.54e-07
10.528165945947,-4.31e-07
10.543803645906,-1.172e-06
10.559422473831,-1.023e-06
10.575050244507,-1.68e-06
10.590681039805,-1.84e-07
10.606296448557,1.319e-06
10.62192226166,-6.8e-07
10.637554149987,-1.565e-06
10.653171925424,-2.8e-07
10.668811245409,-4.85e-07
10.684427441888,-1.18e-07
10.700061187034,-4e-07
10.715682839508,-6.533e-06
10.731301884029,4.34e-07
10.746934915912,3.68e-07
10.762547717895,-5.224e-06
10.778172154312,3.202e-06
10.793805237589,2.287e-06
10.809418339982,2.587e-06
10.825044709475,2.261e-06
10.840668085702,1.957e-06
10.85629695848,8.44e-07
10.871924477127,3.28e-07
10.887543446611,-4.506e-06
10.903173523272,1.046e-06
10.918801308225,-3.214e-06
10.934424757598,9.5e-08
10.950055092181,7.87e-07
10.965666589629,8.32e-07
10.981302176709,5.42e-07
10.996928049096,1.108e-06
11.012532549072,9.35e-07
11.02816821096,-9.27e-07
11.043799376688,3.309e-06
11.059428822932,-4.07e-07
11.075047891739,4.13e-07
11.090674245755,3.666e-06
11.106305443686,-1.166e-06
11.121929969746,-5.334e-06
11.137556375599,-3.752e-06
11.153178016618,1.893e-06
11.168795850155,2.806e-06
11.184421657582,-3.031e-06
11.200054782992,4.782e-06
11.215670488136,4.135e-06
11.231303483868,1.072e-06
11.246920007868,-7.03e-07
11.262546564719,-6.876e-06
11.27817007464,3.97e-07
11.293805740665,-2.82e-07
11.309425789164,-3.979e-06
11.325050268637,1.508e-06
11.340669706978,1.273e-06
11.356304586228,9.82e-07
11.371928721856,7.71e-07
11.387559436205,1.191e-06
11.403171113813,3.55e-07
11.418800174929,3e-07
11.434420802497,5.861e-06
11.450055062927,-1.779e-06
11.465676170105,-6.036e-06
11.481303164793,-3.5e-08
11.496929294021,1.529e-06
11.512550408389,1.331e-06
11.528173943745,1.456e-06
11.543805181029,-3.12e-06
11.559427367541,1.673e-06
11.575056313931,4.796e-06
11.590680025179,1.64e-07
11.606294461893,6.1e-08
11.621922819868,4.001e-06
11.637545979995,-1.163e-06
11.653172599084,4.85e-06
11.668798161004,-2.773e-06
11.684428654118,-2.322e-06
11.700038704795,5.22e-07
11.715686651705,-2.185e-06
11.731296398608,3.05e-07
11.746929913335,-1.55e-06
11.762556848269,-1.358e-06
11.7781717757,2.17e-06
11.793792698331,-4.68e-07
11.809433766237,-9.78e-07
11.825052682934,-5.42e-07
11.840681615364,-4.5e-07
11.856302845006,-3.8e-07
11.871932495157,-1.29e-07
11.887546337544,-1.58e-07
11.903169390336,5.91e-07
11.918796865748,1.405e-06
11.934426687284,1.902e-06
11.950046234499,-2.877e-06
11.965676943168,-2.429e-06
11.981306925372,9.3e-08
11.996919657995,-5.72e-07
12.012537582106,8.49e-07
12.028173290337,-1.224e-06
12.043805039845,1.76e-07
12.059425759371,-4.968e-06
12.075040568478,4.39e-07
12.090672993099,-4.54e-07
12.106297293154,-1.466e-06
12.121919449005,-4.12e-07
12.137557240856,-4.339e-06
12.153174205395,8.87e-07
12.16879399796,4.099e-06
12.184423973723,-1.14e-06
12.200044401058,1.819e-06
12.215675654972,-3.623e-06
12.231293636495,3.267e-06
12.246921536636,7.3e-08
12.262551710032,1.311e-06
12.278172504128,5.33e-07
12.293800618996,-3.01e-07
12.309417272565,-5.28e-07
12.325048583271,5.969e-06
12.340672263626,-1.862e-06
12.356298946568,-3.073e-06
12.371917231713,-3.583e-06
12.387545626172,9.59e-07
12.403185208442,1.284e-06
12.41880294269,1.216e-06
12.434429759626,5.026e-06
12.45004895288,3.542e-06
12.465668892409,-9.03e-07
12.481303164568,-1.547e-06
12.496928237466,-6.04e-07
12.512541587966,-6.02e-07
12.528180245143,2.4e-08
12.543804951604,1.3e-08
12.559425737623,-3.1e-08
12.575052209182,-3.4e-08
12.590670698634,1.387e-06
12.606305692397,3.379e-06
12.621916539119,-2.831e-06
12.637553231904,-7.165e-06
12.653175870014,-5.088e-06
12.668804734364,4.307e-06
12.684428743646,-8.64e-07
12.70004506672,-1.181e-06
12.715683769575,4.62e-07
12.731290792438,-7.76e-07
12.74692669374,-9.63e-07
12.762550405137,-1.55e-07
12.778182554169,-1.413e-06
12.793798298401,1.822e-06
12.809431929904,1.864e-06
12.825054469208,-4.576e-06
12.840678410081,-2.963e-06
12.856301476037,3.614e-06
12.871922670797,6.467e-06
12.887557803367,5.298e-06
12.903175062025,5.13e-07
12.918796827305,-1.076e-06
12.934428412292,-2.458e-06
12.950048337529,3.749e-06
12.965665700672,-1.516e-06
12.98129717259,-1.997e-06
12.99693092781,-3.85e-07
13.012553148376,-2.75e-07
13.028176749168,-2.48e-07
13.043798750053,-3.41e-06
13.059431667599,1.37e-07
13.07505131145,0
13.090676655437,1.317e-06
13.106302638591,1.161e-06
13.121918697521,2.095e-06
13.137548760136,1.202e-06
13.153182565116,6.47e-07
13.168801899947,4.12e-07
13.184433515984,5.814e-06
13.200048192297,1.258e-06
13.215676643999,-1.714e-06
13.231300841026,-1.382e-06
13.2469285251,-3.448e-06
13.262547024906,-2.96e-06
13.278169283567,-1.349e-06
13.293793878181,1.271e-06
13.309430999602,-1.85e-07
13.325048745597,5.43e-07
13.340681194392,1.74e-07
13.356301954293,2.13e-07
13.371922664066,-8.03e-07
13.387553977833,-7.52e-07
13.403177670984,-3.411e-06
13.418798322162,1.014e-06
13.434434696267,1.147e-06
13.450061190058,8.17e-07
13.465684779489,7.06e-07
13.481305394253,-2.887e-06
13.496926387303,1.197e-06
13.512555218721,-3.9e-08
13.528176578214,7.81e-07
13.543797414213,3.202e-06
13.559428753016,-2.865e-06
13.575050734728,5.381e-06
13.590687451874,-1.16e-07
13.606294752687,-2.17e-07
13.621929948223,3.756e-06
13.637551253142,-3.29e-07
13.653165760206,2.355e-06
13.66879286263,-2.353e-06
13.684430785651,2.55e-07
13.70005161959,-1.084e-06
13.715680764018,-6.73e-07
13.731293126667,-1.975e-06
13.746930672191,-1.384e-06
13.762543812274,-6.44e-07
13.778180021067,-2.68e-07
13.793799077593,3.398e-06
13.809421894267,1.668e-06
13.82505279773,-6.84e-07
13.840679804687,-6.45e-07
13.856300676331,6.405e-06
13.87191468588,-2.653e-06
13.887541518046,2.301e-06
13.903176473752,1.425e-06
13.918787494689,-3.78e-06
13.934417370367,-1.948e-06
13.950055762704,-1.043e-06
13.965675541981,-1.021e-06
13.981306475526,-2.37e-07
13.996922145106,-7e-06
14.012549899484,1.741e-06
14.028171989392,1.403e-06
14.043792524345,3.899e-06
14.059426181417,1.05e-06
14.075050045206,9.93e-07
14.090672589215,6.9e-08
14.106296579801,1.626e-06
14.12192024875,-1.068e-06
14.137550908963,6.2e-08
14.153186438507,-7.35e-07
14.168800374456,-5.64e-07
14.184431915163,-6.733e-06
14.200051030786,9.48e-07
14.215681748974,2.19e-07
14.23130668049,-6.414e-06
14.246927614226,-1.247e-06
14.262544627789,2.437e-06
14.278173248867,3.926e-06
14.29379420188,-4.37e-07
14.309418063172,1.212e-06
14.32505947742,6.15e-07
14.340676582515,2.35e-07
14.356302484392,-4.61e-06
14.37192140404,1.25e-06
14.387551202885,3.56e-07
14.403179765499,3.174e-06
14.418800826401,-6.94e-07
14.434433240769,-1.62e-07
14.450055124388,-5.71e-07
14.465667668906,-1.56e-07
14.481302939923,-1.32e-07
14.496933102977,-2.7e-07
14.512544637875,-1.53e-07
14.528165509069,4.46e-07
14.543800497148,-4.216e-06
14.559425725494,1.041e-06
14.575055752636,8.71e-07
14.590670984022,7.36e-07
14.606310129562,1.095e-06
14.621923779618,3.208e-06
14.637543926021,-6.8e-08
14.653179932832,3.533e-06
14.668804975513,1.164e-06
14.684427995337,2.982e-06
14.700046437876,-1.865e-06
14.7156809933,-2.001e-06
14.73130544204,-1.688e-06
14.746921653488,-2.816e-06
14.762550439271,9.8e-08
14.778178883569,7.617e-06
14.793794861911,-1.071e-06
14.809422900243,-9.81e-07
14.825055447641,2.912e-06
14.840678171652,-1.924e-06
14.85629955941,-1.657e-06
14.871927681366,-7.16e-07
14.887553147834,2.9e-08
14.903171566467,-4.575e-06
14.918811430164,4.948e-06
14.934426002324,-8.8e-07
14.950056473919,-5.754e-06
14.965673814118,1.326e-06
14.981300387994,2.003e-06
14.996930790885,-3.75e-07
15.012557237324,-1.75e-07
15.028182201602,5.309e-06
15.043807789348,-1.868e-06
15.059421689137,-2.754e-06
15.075048756386,-2.291e-06
15.090665099815,-1.883e-06
15.106299413788,2.528e-06
15.121932038147,-7.33e-07
15.137553004065,1.188e-06
15.153179037314,-2.038e-06
15.1687982604,-2.7e-07
15.184429289267,-2.1e-07
15.200053810605,-6.19e-07
15.215667749539,2.292e-06
15.231301825528,-1.065e-06
15.246921393485,4.91e-07
15.26255345235,4.339e-06
15.278175719793,-2.28e-07
15.293793885189,6.114e-06
15.309427218044,4.266e-06
15.325056373444,-4.083e-06
15.340671164385,-3.448e-06
15.356299031037,-2.575e-06
15.371924164195,-1.605e-06
