time,Nodes1Paths2.timeDiffObserver_Std.ScaledTimeDiff:vector
30.61,1.30737e-06
30.62,1.14841e-06
30.63,1.26942e-06
30.64,1.27782e-06
30.65,7.31744e-07
30.66,8.31432e-07
30.67,1.17158e-06
30.68,1.07192e-06
30.69,9.9847e-07
30.7,9.458e-07
30.71,9.06362e-07
30.72,8.54086e-07
30.73,7.84916e-07
30.74,7.23132e-07
30.75,6.64573e-07
30.76,6.10793e-07
30.77,5.58279e-07
30.78,5.2573e-07
30.79,5.8084e-07
30.8,8.5415e-07
30.81,1.23681e-06
30.82,1.21975e-06
30.83,1.26532e-06
30.84,1.37496e-06
30.85,1.27737e-06
30.86,1.15577e-06
30.87,1.0186e-06
30.88,8.53655e-07
30.89,7.07376e-07
30.9,6.39096e-07
30.91,1.02226e-06
30.92,1.52366e-06
30.93,1.3495e-06
30.94,9.27476e-07
30.95,3.08586e-07
30.96,2.99268e-07
30.97,2.86228e-07
30.98,2.64338e-07
30.99,1.59085e-07
31,8.2594e-08
31.01,9.9094e-08
31.02,1.17458e-07
31.03,1.36058e-07
31.04,1.52858e-07
31.05,1.60169e-07
31.06,1.63999e-07
31.07,2.05299e-07
31.08,1.65946e-07
31.09,4.4346e-08
31.1,6.6133e-08
31.11,9.8692e-08
31.12,1.31692e-07
31.13,2.99141e-07
31.14,4.38152e-07
31.15,3.90762e-07
31.16,-8.2032e-08
31.17,-6.94249e-07
31.18,-8.80479e-07
31.19,-9.10806e-07
31.2,-8.17136e-07
31.21,-7.22072e-07
31.22,-6.31279e-07
31.23,-5.46099e-07
31.24,-4.72398e-07
31.25,-2.59277e-07
31.26,2.71333e-07
31.27,3.77418e-07
31.28,3.22452e-07
31.29,1.96362e-07
31.3,-2.90779e-07
31.31,-9.57162e-07
31.32,-9.22202e-07
31.33,-8.42534e-07
31.34,-7.17264e-07
31.35,-4.70419e-07
31.36,-8.3613e-08
31.37,5.27197e-07
31.38,7.25638e-07
31.39,8.00122e-07
31.4,7.96652e-07
31.41,9.23356e-07
31.42,1.06553e-06
31.43,8.7526e-07
31.44,7.0419e-07
31.45,5.4841e-07
31.46,3.69633e-07
31.47,2.00649e-07
31.48,4.4649e-08
31.49,-1.3127e-08
31.5,-2.37102e-07
31.51,-8.68532e-07
31.52,-1.05815e-06
31.53,-1.04394e-06
31.54,-7.94167e-07
31.55,-6.1611e-07
31.56,-5.25502e-07
31.57,-1.13824e-06
31.58,-1.14184e-06
31.59,-5.23862e-07
31.6,-4.17371e-07
31.61,-3.72205e-07
31.62,-3.69225e-07
31.63,-3.73826e-07
31.64,-4.12251e-07
31.65,-5.49371e-07
31.66,-3.54472e-07
31.67,-6.7123e-08
31.68,-2.32233e-07
31.69,-4.5218e-08
31.7,4.21092e-07
31.71,3.66941e-07
31.72,2.86596e-07
31.73,1.75706e-07
31.74,-3.52463e-07
31.75,-7.41762e-07
31.76,-6.77492e-07
31.77,-6.44067e-07
31.78,-6.11705e-07
31.79,-5.36725e-07
31.8,-4.72106e-07
31.81,-4.14306e-07
31.82,-3.64326e-07
31.83,-3.15733e-07
31.84,-2.68553e-07
31.85,-3.39888e-07
31.86,-3.70396e-07
31.87,-3.16316e-07
31.88,-6.31941e-07
31.89,-7.26937e-07
31.9,1.36673e-07
31.91,4.3872e-07
31.92,4.73609e-07
31.93,4.53629e-07
31.94,4.31645e-07
31.95,4.08065e-07
31.96,3.22652e-07
31.97,2.43109e-07
31.98,1.71619e-07
31.99,1.10558e-07
32,5.5983e-08
32.01,1.2483e-08
32.02,-6.3844e-08
32.03,-1.28533e-07
32.04,-9.0843e-08
32.05,-1.44988e-07
32.06,-2.54655e-07
32.07,-3.50365e-07
32.08,-4.61425e-07
32.09,-5.88145e-07
32.1,-5.72239e-07
32.11,-5.33596e-07
32.12,-4.73816e-07
32.13,-1.70592e-07
32.14,1.11805e-07
32.15,1.51605e-07
32.16,1.55368e-07
32.17,1.35141e-07
32.18,6.1641e-08
32.19,-2.45169e-07
32.2,-7.37289e-07
32.21,-7.29417e-07
32.22,-6.84486e-07
32.23,-5.94616e-07
32.24,-4.44387e-07
32.25,-2.63667e-07
32.26,-3.4377e-08
32.27,9.6663e-08
32.28,1.96388e-07
32.29,3.06088e-07
32.3,7.9875e-07
32.31,1.44164e-06
32.32,6.85847e-07
32.33,5.13002e-07
32.34,9.35022e-07
32.35,1.24982e-06
32.36,1.55654e-06
32.37,1.86289e-06
32.38,1.73963e-06
32.39,1.57114e-06
32.4,1.57828e-06
32.41,1.4949e-06
32.42,1.30158e-06
32.43,6.09092e-07
32.44,1.90724e-07
32.45,-1.0676e-08
32.46,1.49177e-07
32.47,1.41689e-07
32.48,-8.8911e-08
32.49,1.3141e-08
32.5,1.57671e-07
32.51,2.85871e-07
32.52,3.38991e-07
32.53,3.71735e-07
32.54,4.28845e-07
32.55,5.35698e-07
32.56,6.92241e-07
32.57,1.16738e-06
32.58,1.36247e-06
32.59,1.27191e-06
32.6,1.23866e-06
32.61,1.06486e-06
32.62,6.44681e-07
32.63,5.63838e-07
32.64,6.31673e-07
32.65,9.07793e-07
32.66,9.70525e-07
32.67,8.73289e-07
32.68,3.31299e-07
32.69,1.30509e-07
32.7,2.00409e-07
32.71,3.98876e-07
32.72,8.35431e-07
32.73,1.58248e-06
32.74,1.60235e-06
32.75,1.51581e-06
32.76,1.43605e-06
32.77,1.30164e-06
32.78,1.06848e-06
32.79,4.7509e-07
32.8,1.00804e-07
32.81,-1.22021e-07
32.82,-6.8731e-08
32.83,-1.6675e-08
32.84,3.4115e-08
32.85,5.01806e-07
32.86,8.04851e-07
32.87,7.75181e-07
32.88,7.16848e-07
32.89,6.4845e-07
32.9,5.7007e-07
32.91,4.79605e-07
32.92,3.84115e-07
32.93,2.93025e-07
32.94,2.20558e-07
32.95,1.62868e-07
32.96,-4.506e-08
32.97,-1.38425e-07
32.98,-8.0435e-08
32.99,-3.0359e-08
33,2.8778e-08
33.01,1.10878e-07
33.02,1.32577e-07
33.03,1.3569e-07
33.04,1.4829e-07
33.05,1.40585e-07
33.06,1.10978e-07
33.07,-7.4422e-08
33.08,-1.44686e-07
33.09,-9.7096e-08
33.1,-1.30875e-07
33.11,-1.47694e-07
33.12,-1.25504e-07
33.13,2.01455e-07
33.14,4.65688e-07
33.15,3.12198e-07
33.16,9.7073e-08
33.17,-1.25745e-07
33.18,-1.95555e-07
33.19,-4.73887e-07
33.2,-9.17917e-07
33.21,-8.48505e-07
33.22,-4.66342e-07
33.23,3.23468e-07
33.24,4.8895e-07
33.25,5.59291e-07
33.26,6.27001e-07
33.27,6.4708e-07
33.28,6.18726e-07
33.29,4.46336e-07
33.3,2.68491e-07
33.31,6.0688e-08
33.32,-5.86542e-07
33.33,-1.04883e-06
33.34,-1.32337e-06
33.35,-1.08923e-06
33.36,-8.9685e-07
33.37,-8.3838e-07
33.38,-7.5356e-07
33.39,-6.64351e-07
33.4,-5.80881e-07
33.41,-4.79516e-07
33.42,-3.9836e-07
33.43,-5.2668e-07
33.44,-5.65715e-07
33.45,-5.34045e-07
33.46,-4.59292e-07
33.47,-3.90062e-07
33.48,-3.28382e-07
33.49,-2.18465e-07
33.5,-3.0087e-08
33.51,3.18713e-07
33.52,2.65604e-07
33.53,1.08602e-07
33.54,1.02712e-07
33.55,1.06615e-07
33.56,1.16758e-07
33.57,1.30958e-07
33.58,4.33543e-07
33.59,1.02967e-06
33.6,8.1267e-07
33.61,6.4004e-07
33.62,6.4455e-07
33.63,5.63071e-07
33.64,3.47899e-07
33.65,-2.15611e-07
33.66,-4.05332e-07
33.67,-4.51261e-07
33.68,-7.18381e-07
33.69,-7.48584e-07
33.7,-5.90814e-07
33.71,-4.46771e-07
33.72,-3.08976e-07
33.73,-1.79286e-07
33.74,-1.30229e-07
33.75,-9.4989e-08
33.76,-6.3699e-08
33.77,-3.68043e-07
33.78,-6.64708e-07
33.79,-4.08728e-07
33.8,-3.78656e-07
33.81,-4.78122e-07
33.82,-4.23242e-07
33.83,-3.63566e-07
33.84,-2.98986e-07
33.85,-2.2293e-07
33.86,-1.96235e-07
33.87,-2.55445e-07
33.88,-2.0961e-07
33.89,-1.46217e-07
33.9,-1.05627e-07
33.91,-6.5446e-08
33.92,-2.7985e-08
33.93,-9.095e-09
33.94,2.3508e-08
33.95,6.6998e-08
33.96,7.8743e-08
33.97,8.7041e-08
33.98,9.1031e-08
33.99,-3.11171e-07
34,-7.98872e-07
34.01,-1.34142e-06
34.02,-1.13261e-06
34.03,-6.81253e-07
34.04,-2.91763e-07
34.05,-9.4315e-08
34.06,-1.6638e-08
34.07,3.6052e-08
34.08,1.21833e-07
34.09,2.41433e-07
34.1,2.46451e-07
34.11,2.2773e-07
34.12,1.8254e-07
34.13,1.42436e-07
34.14,1.04792e-07
34.15,7.0992e-08
34.16,1.18118e-07
34.17,1.90533e-07
34.18,1.72143e-07
34.19,1.58656e-07
34.2,1.49066e-07
34.21,1.51512e-07
34.22,2.22406e-07
34.23,3.83006e-07
34.24,5.44312e-07
34.25,5.89039e-07
34.26,3.71149e-07
34.27,6.31081e-07
34.28,9.02964e-07
34.29,4.92074e-07
34.3,2.7332e-08
34.31,-4.55581e-07
34.32,-6.92301e-07
34.33,-8.3468e-07
34.34,-8.8081e-07
34.35,-1.15106e-06
34.36,-1.24482e-06
34.37,-1.01006e-06
34.38,-7.14684e-07
34.39,-5.77831e-07
34.4,-9.73061e-07
34.41,-1.09406e-06
34.42,-1.04559e-06
34.43,-6.88616e-07
34.44,5.1981e-08
34.45,1.09591e-06
34.46,1.09146e-06
34.47,1.0738e-06
34.48,1.04613e-06
34.49,1.02212e-06
34.5,9.89312e-07
34.51,9.35442e-07
34.52,9.04682e-07
34.53,8.13981e-07
34.54,4.19591e-07
34.55,3.1443e-07
34.56,3.83939e-07
34.57,4.10649e-07
34.58,4.25825e-07
34.59,4.29235e-07
34.6,4.2072e-07
34.61,2.18248e-07
34.62,-3.13162e-07
34.63,-3.62424e-07
34.64,-2.98634e-07
34.65,-2.43154e-07
34.66,-2.04982e-07
34.67,-1.63906e-07
34.68,-4.1916e-08
34.69,-1.4155e-08
34.7,-6.1055e-08
34.71,-4.593e-08
34.72,-3.5602e-08
34.73,-3.1912e-08
34.74,-2.3608e-08
34.75,-1.3785e-08
34.76,-2.095e-09
34.77,-3.6923e-08
34.78,-9.0236e-08
34.79,-1.54736e-07
34.8,-1.54573e-07
34.81,-1.3304e-07
34.82,-4.1446e-07
34.83,-4.21924e-07
34.84,-1.49534e-07
34.85,-9.8677e-08
34.86,-3.33911e-07
34.87,-1.02865e-06
34.88,-5.99331e-07
34.89,-5.8458e-08
34.9,-3.768e-09
34.91,8.756e-09
34.92,-5.5285e-08
34.93,-5.39705e-07
34.94,-6.2233e-07
34.95,-3.8465e-07
34.96,-8.7649e-08
34.97,2.86953e-07
34.98,7.62873e-07
34.99,7.73327e-07
35,6.95562e-07
35.01,5.75782e-07
35.02,1.2141e-07
35.03,-3.47809e-07
35.04,-3.72619e-07
35.05,-3.88814e-07
35.06,-3.96437e-07
35.07,-3.49757e-07
35.08,-3.30225e-07
35.09,-3.38335e-07
35.1,-3.88154e-07
35.11,-4.39744e-07
35.12,-4.89254e-07
35.13,-4.84846e-07
35.14,-4.68202e-07
35.15,-4.53522e-07
35.16,-9.44929e-07
35.17,-1.56364e-06
35.18,-1.39189e-06
35.19,-1.23602e-06
35.2,-1.09276e-06
35.21,-9.75859e-07
35.22,-7.91026e-07
35.23,-5.16846e-07
35.24,-4.27687e-07
35.25,-3.70701e-07
35.26,-3.23821e-07
35.27,-2.81261e-07
35.28,-2.47695e-07
35.29,-2.47905e-07
35.3,-2.45081e-07
35.31,-2.40246e-07
35.32,-2.32866e-07
35.33,-2.2608e-07
35.34,-2.199e-07
35.35,-4.87437e-07
35.36,-6.39406e-07
35.37,-5.61836e-07
35.38,-5.83541e-07
35.39,-5.92102e-07
35.4,-4.87922e-07
35.41,-3.89682e-07
35.42,-2.93695e-07
35.43,-1.94005e-07
35.44,-1.95239e-07
35.45,-2.76849e-07
35.46,-3.19287e-07
35.47,-1.88985e-07
35.48,1.67915e-07
35.49,7.0693e-07
35.5,1.00792e-06
35.51,7.12245e-07
35.52,7.68588e-07
35.53,8.88442e-07
35.54,7.52262e-07
35.55,6.09634e-07
35.56,4.62411e-07
35.57,3.04521e-07
35.58,2.00063e-07
35.59,1.50073e-07
35.6,4.2266e-08
35.61,-3.32589e-07
35.62,-1.15393e-06
35.63,-1.24458e-06
35.64,-1.13385e-06
35.65,-9.39087e-07
35.66,-7.54356e-07
35.67,-5.7025e-07
35.68,-3.5667e-07
35.69,-1.61701e-07
35.7,1.8489e-08
35.71,1.18428e-07
35.72,1.83298e-07
35.73,2.02498e-07
35.74,1.23437e-07
35.75,6.0552e-08
35.76,6.7242e-08
35.77,-9.0525e-08
35.78,-2.63468e-07
35.79,-2.51188e-07
35.8,-2.65748e-07
35.81,-2.95679e-07
35.82,-3.07889e-07
35.83,-3.1911e-07
35.84,-3.2932e-07
35.85,-6.44115e-07
35.86,-7.79886e-07
35.87,-5.71816e-07
35.88,4.301e-09
35.89,4.66633e-07
35.9,3.08743e-07
35.91,1.74449e-07
35.92,5.2782e-08
35.93,-5.7018e-08
35.94,-1.22904e-07
35.95,-1.53904e-07
35.96,-1.67583e-07
35.97,-4.67662e-07
35.98,-1.1443e-06
35.99,-1.11992e-06
36,-9.76434e-07
36.01,-8.00164e-07
36.02,-4.50404e-07
36.03,-1.27001e-07
36.04,-1.86911e-07
36.05,-1.63213e-07
36.06,-1.19368e-07
36.07,-5.84298e-07
36.08,-7.46043e-07
36.09,-5.98473e-07
36.1,-3.92264e-07
36.11,-1.81039e-07
36.12,3.1451e-08
36.13,1.43104e-07
36.14,2.26959e-07
36.15,2.99259e-07
36.16,3.57104e-07
36.17,4.37918e-07
36.18,7.35238e-07
36.19,6.74319e-07
36.2,3.29529e-07
36.21,2.82374e-07
36.22,2.45646e-07
36.23,2.20156e-07
36.24,1.98058e-07
36.25,1.90282e-07
36.26,2.13582e-07
36.27,2.15702e-07
36.28,3.14252e-07
36.29,8.78182e-07
36.3,9.5038e-07
36.31,7.22094e-07
36.32,4.93704e-07
36.33,2.58173e-07
36.34,1.5373e-08
36.35,-3.9531e-08
36.36,-9.5822e-08
36.37,-1.77532e-07
36.38,-2.95944e-07
36.39,-2.90857e-07
36.4,1.21643e-07
36.41,3.23568e-07
36.42,4.12029e-07
36.43,3.87239e-07
36.44,3.64624e-07
36.45,3.43734e-07
36.46,5.706e-07
36.47,5.03378e-07
36.48,4.8478e-08
36.49,-1.13939e-07
36.5,-2.03264e-07
36.51,-2.25974e-07
36.52,-4.42837e-07
36.53,-5.56452e-07
36.54,9.4248e-08
36.55,4.49364e-07
36.56,6.13686e-07
36.57,6.17996e-07
36.58,5.03914e-07
36.59,2.68524e-07
36.6,2.15306e-07
36.61,2.73784e-07
36.62,5.00494e-07
36.63,4.58795e-07
36.64,3.63851e-07
36.65,3.02761e-07
36.66,2.48161e-07
36.67,2.06897e-07
36.68,2.41597e-07
36.69,2.89118e-07
36.7,3.46818e-07
36.71,7.7345e-08
36.72,-3.8336e-08
36.73,5.0054e-08
36.74,6.5692e-08
36.75,6.9644e-08
36.76,7.1934e-08
36.77,7.7651e-08
36.78,4.1398e-08
36.79,-1.88512e-07
36.8,-2.44357e-07
36.81,-1.83378e-07
36.82,4.5522e-08
36.83,-1.9858e-08
36.84,-3.84968e-07
36.85,-6.16871e-07
36.86,-5.00914e-07
36.87,1.91486e-07
36.88,2.59492e-07
36.89,1.91779e-07
36.9,1.66189e-07
36.91,1.99639e-07
36.92,1.80728e-07
36.93,-4.27092e-07
36.94,-6.41979e-07
36.95,-5.45109e-07
36.96,-4.20061e-07
36.97,-2.1277e-07
36.98,1.0223e-07
36.99,1.20053e-07
37,1.91943e-07
37.01,4.85953e-07
37.02,5.32853e-07
37.03,4.86518e-07
37.04,4.01328e-07
37.05,5.80589e-07
37.06,8.89629e-07
37.07,6.72849e-07
37.08,4.21638e-07
37.09,1.35338e-07
37.1,1.91952e-07
37.11,2.26402e-07
37.12,1.80512e-07
37.13,1.37762e-07
37.14,8.5965e-08
37.15,3.865e-09
37.16,1.46e-08
37.17,6.2781e-08
37.18,6.8271e-08
37.19,-2.03471e-07
37.2,-6.95491e-07
37.21,-5.89183e-07
37.22,-4.83561e-07
37.23,-3.83381e-07
37.24,-2.98957e-07
37.25,-2.12164e-07
37.26,-1.14774e-07
37.27,1.9796e-08
37.28,1.42758e-07
37.29,1.57058e-07
37.3,5.20319e-07
37.31,1.01738e-06
37.32,2.07769e-07
37.33,-1.91008e-07
37.34,-1.69218e-07
37.35,-1.45842e-07
37.36,-1.15058e-07
37.37,-7.1868e-08
37.38,-6.02023e-07
37.39,-1.12675e-06
37.4,-1.21029e-06
37.41,-1.25711e-06
37.42,-1.20314e-06
37.43,-5.38265e-07
37.44,-5.81075e-07
37.45,-1.18732e-06
37.46,-8.00337e-07
37.47,-5.09166e-07
37.48,-3.50586e-07
37.49,-2.86028e-07
37.5,-4.4973e-07
37.51,-1.09707e-06
37.52,-1.19163e-06
37.53,-1.0842e-06
37.54,-9.22141e-07
37.55,-4.99693e-07
37.56,5.1259e-08
37.57,9.0549e-08
37.58,-1.04927e-07
37.59,-5.40047e-07
37.6,-4.82648e-07
37.61,-4.37304e-07
37.62,-4.72414e-07
37.63,-7.72845e-07
37.64,-1.03114e-06
37.65,-9.64877e-07
37.66,-6.78957e-07
37.67,-3.48369e-07
37.68,-4.42779e-07
37.69,-4.62688e-07
37.7,-4.23408e-07
37.71,-3.83631e-07
37.72,-2.83713e-07
37.73,-1.05023e-07
37.74,-9.3411e-08
37.75,-1.00061e-07
37.76,-9.1471e-08
37.77,-8.3997e-08
37.78,-9.213e-09
37.79,3.69497e-07
37.8,4.34694e-07
37.81,3.0571e-07
37.82,1.4761e-07
37.83,-1.513e-09
37.84,-1.41513e-07
37.85,-2.65763e-07
37.86,-3.34851e-07
37.87,-3.12271e-07
37.88,-2.91144e-07
37.89,-2.72392e-07
37.9,-2.59912e-07
37.91,-2.81101e-07
37.92,-3.02567e-07
37.93,-2.09577e-07
37.94,-1.81354e-07
37.95,-2.04364e-07
37.96,-2.20508e-07
37.97,-2.21234e-07
37.98,-2.01754e-07
37.99,1.40565e-07
38,3.97201e-07
38.01,3.52111e-07
38.02,3.24015e-07
38.03,3.47291e-07
38.04,5.74301e-07
38.05,6.02763e-07
38.06,5.10385e-07
38.07,4.36395e-07
38.08,3.8506e-07
38.09,3.5687e-07
38.1,-2.45199e-07
38.11,-7.41048e-07
38.12,-9.84278e-07
38.13,-9.06802e-07
38.14,-8.08534e-07
38.15,-8.82664e-07
38.16,-7.86482e-07
38.17,-6.11801e-07
38.18,-4.42821e-07
38.19,-3.09592e-07
38.2,-2.04612e-07
38.21,-1.48851e-07
38.22,-2.43954e-07
38.23,-5.37174e-07
38.24,-5.08731e-07
38.25,-5.32828e-07
38.26,-7.83858e-07
38.27,-8.53533e-07
38.28,-8.49927e-07
38.29,-7.95557e-07
38.3,-7.58368e-07
38.31,-7.64391e-07
38.32,-1.31184e-06
38.33,-1.52693e-06
38.34,-1.40238e-06
38.35,-1.25003e-06
38.36,-1.26224e-06
38.37,-1.55849e-06
38.38,-1.44877e-06
38.39,-1.25121e-06
38.4,-1.08105e-06
38.41,-9.03573e-07
38.42,-7.25688e-07
38.43,-5.69718e-07
38.44,-4.30023e-07
38.45,-3.03243e-07
38.46,-2.56915e-07
38.47,-3.10381e-07
38.48,-4.93901e-07
38.49,-7.78623e-07
38.5,-9.40705e-07
38.51,-7.92235e-07
38.52,-6.61496e-07
38.53,-5.54731e-07
38.54,-5.27961e-07
38.55,-2.65992e-07
38.56,1.07466e-07
38.57,-4.9834e-08
38.58,-1.92576e-07
38.59,-3.20486e-07
38.6,-4.2894e-07
38.61,-4.88439e-07
38.62,-4.67159e-07
38.63,-4.48542e-07
38.64,-3.96125e-07
38.65,-2.36845e-07
38.66,2.59165e-07
38.67,8.08907e-07
38.68,5.96427e-07
38.69,4.83707e-07
38.7,4.50117e-07
38.71,-2.48026e-07
38.72,-6.32554e-07
38.73,-6.00484e-07
38.74,-9.02247e-07
38.75,-1.06313e-06
38.76,-7.94356e-07
38.77,-1.04619e-06
38.78,-1.35513e-06
38.79,-1.12036e-06
38.8,-9.33685e-07
38.81,-7.89433e-07
38.82,-8.60063e-07
38.83,-8.18811e-07
38.84,-6.63441e-07
38.85,-5.69565e-07
38.86,-4.9545e-07
38.87,-4.4757e-07
38.88,-3.94846e-07
38.89,-1.59088e-07
38.9,6.33832e-07
38.91,9.96674e-07
38.92,1.15084e-06
38.93,1.24437e-06
38.94,1.16285e-06
38.95,9.4188e-07
38.96,8.67713e-07
38.97,7.42117e-07
38.98,5.47937e-07
38.99,7.88249e-07
39,9.46421e-07
39.01,7.74241e-07
39.02,6.75869e-07
39.03,6.0499e-07
39.04,5.4351e-07
39.05,5.07118e-07
39.06,4.8797e-07
39.07,4.9918e-07
39.08,2.92298e-07
39.09,-1.36412e-07
39.1,-8.4196e-08
39.11,-1.0512e-08
39.12,3.9978e-08
39.13,5.65084e-07
39.14,1.04935e-06
39.15,1.05647e-06
39.16,9.12657e-07
39.17,7.47876e-07
39.18,9.42796e-07
39.19,1.33528e-06
39.2,1.88493e-06
39.21,1.50925e-06
39.22,1.20456e-06
39.23,1.00029e-06
39.24,7.21508e-07
39.25,6.40875e-07
39.26,1.0313e-06
39.27,9.33268e-07
39.28,5.94601e-07
39.29,-6.7709e-08
39.3,-3.6291e-07
39.31,-4.32921e-07
39.32,-4.96441e-07
39.33,-5.16039e-07
39.34,-4.90769e-07
39.35,-3.84357e-07
39.36,-2.78637e-07
39.37,-1.84057e-07
39.38,-1.28235e-07
39.39,-2.25006e-07
39.4,-7.63936e-07
39.41,-1.02664e-06
39.42,-1.15024e-06
39.43,-1.19668e-06
39.44,-1.13271e-06
39.45,-9.8115e-07
39.46,-7.58692e-07
39.47,-5.55855e-07
39.48,-3.79275e-07
39.49,-2.6735e-07
39.5,-1.79983e-07
39.51,-1.26293e-07
39.52,5.89e-08
39.53,1.81327e-07
39.54,-1.80783e-07
39.55,-2.93163e-07
39.56,-2.53591e-07
39.57,-2.34011e-07
39.58,-1.21446e-07
39.59,8.5944e-08
39.6,6.1943e-08
39.61,5.6228e-08
39.62,1.10118e-07
39.63,1.14802e-07
39.64,1.10136e-07
39.65,1.12626e-07
39.66,1.17574e-07
39.67,4.691e-08
39.68,-5.8692e-07
39.69,-8.12469e-07
39.7,-7.14199e-07
39.71,-9.09386e-07
39.72,-9.87856e-07
39.73,-9.10796e-07
39.74,-8.48523e-07
39.75,-9.41544e-07
39.76,-1.38079e-06
39.77,-1.33926e-06
39.78,-1.13955e-06
39.79,-9.70885e-07
39.8,-8.18523e-07
39.81,-6.76479e-07
39.82,-5.39809e-07
39.83,-4.42137e-07
39.84,-3.84257e-07
39.85,-3.30106e-07
39.86,-2.8088e-07
39.87,-2.396e-07
39.88,-1.82099e-07
39.89,-1.24908e-07
39.9,-8.0618e-08
39.91,-5.8094e-08
39.92,-4.4621e-08
39.93,-2.3131e-08
39.94,-2.4442e-08
39.95,-4.3842e-08
39.96,-5.6072e-08
39.97,-6.049e-09
39.98,1.25941e-07
39.99,-2.55517e-07
40,-5.87422e-07
40.01,-6.34242e-07
40.02,-6.53219e-07
40.03,-6.49817e-07
40.04,-5.88847e-07
40.05,-3.27439e-07
40.06,4.2292e-08
40.07,1.71292e-07
40.08,2.64703e-07
40.09,3.21803e-07
40.1,9.02519e-07
40.11,1.2579e-06
40.12,1.16394e-06
40.13,1.03986e-06
40.14,9.00791e-07
40.15,7.37611e-07
40.16,6.55063e-07
40.17,6.04105e-07
40.18,5.09315e-07
40.19,4.2562e-07
40.2,3.5073e-07
40.21,2.79223e-07
40.22,1.09811e-07
40.23,-1.88199e-07
40.24,-3.23897e-07
40.25,-4.15809e-07
40.26,-4.63929e-07
40.27,-4.56918e-07
40.28,-4.31293e-07
40.29,-4.06813e-07
40.3,-4.08963e-07
40.31,-4.27587e-07
40.32,-4.48097e-07
40.33,-4.69945e-07
40.34,-4.93165e-07
40.35,-4.93745e-07
40.36,-5.01916e-07
40.37,-5.25836e-07
40.38,-4.95771e-07
40.39,-4.48704e-07
40.4,-3.89024e-07
40.41,-4.86741e-07
40.42,-6.32624e-07
40.43,-5.91454e-07
40.44,-5.56591e-07
40.45,-5.26721e-07
40.46,-1.4982e-07
40.47,1.84408e-07
40.48,4.60418e-07
40.49,9.89475e-07
40.5,1.34273e-06
40.51,1.21388e-06
40.52,6.12229e-07
40.53,1.4236e-08
40.54,1.62836e-07
40.55,2.64042e-07
40.56,3.58309e-07
40.57,8.14229e-07
40.58,1.03977e-06
40.59,1.0297e-06
40.6,8.99029e-07
40.61,6.54464e-07
40.62,2.30864e-07
40.63,1.15061e-07
40.64,8.3267e-08
40.65,8.4157e-08
40.66,3.2596e-08
40.67,-6.227e-08
40.68,-2.9618e-07
40.69,-3.39887e-07
40.7,-2.32507e-07
40.71,-1.85634e-07
40.72,-1.86568e-07
40.73,-2.49678e-07
40.74,-3.10088e-07
40.75,-3.41918e-07
40.76,-3.10138e-07
40.77,-2.9444e-07
40.78,-2.85443e-07
40.79,-2.81763e-07
40.8,-3.58966e-07
40.81,-4.77578e-07
40.82,-4.59798e-07
40.83,-4.45034e-07
40.84,-4.33354e-07
40.85,-4.79097e-07
40.86,-5.12615e-07
40.87,-5.18135e-07
40.88,-5.26236e-07
40.89,-4.94472e-07
40.9,-3.37992e-07
40.91,-2.94324e-07
40.92,-2.71622e-07
40.93,-1.9032e-08
40.94,4.283e-08
40.95,-4.717e-08
40.96,-1.7298e-07
40.97,-2.92626e-07
40.98,-4.03936e-07
40.99,-4.95065e-07
41,-5.70717e-07
41.01,-6.18437e-07
41.02,-6.80964e-07
41.03,-7.3737e-07
41.04,-7.4359e-07
41.05,-7.22461e-07
41.06,-6.84596e-07
41.07,-6.46826e-07
41.08,-6.55295e-07
41.09,-7.10815e-07
41.1,-6.53416e-07
41.11,-6.96963e-07
41.12,-9.25693e-07
41.13,-8.7126e-07
41.14,-7.68434e-07
41.15,-7.24664e-07
41.16,-2.16315e-07
41.17,4.11365e-07
41.18,3.24475e-07
41.19,2.06937e-07
41.2,6.5037e-08
41.21,-4.82859e-07
41.22,-9.77483e-07
41.23,-1.39973e-06
41.24,-1.45462e-06
41.25,-1.3674e-06
41.26,-1.08454e-06
41.27,-8.19104e-07
41.28,-5.67024e-07
41.29,-3.48044e-07
41.3,-3.98925e-07
41.31,-5.81181e-07
41.32,-1.93491e-07
41.33,1.0656e-08
41.34,2.8046e-08
41.35,4.1986e-08
41.36,-6.506e-08
41.37,-3.7747e-07
41.38,-3.35208e-07
41.39,-1.99916e-07
41.4,-3.8626e-08
41.41,5.08787e-07
41.42,1.15179e-06
41.43,1.18522e-06
41.44,9.30179e-07
41.45,4.46889e-07
41.46,4.61246e-07
41.47,4.55544e-07
41.48,4.21054e-07
41.49,3.90658e-07
41.5,3.45369e-07
41.51,2.65079e-07
41.52,3.13914e-07
41.53,3.76777e-07
41.54,3.03787e-07
41.55,2.40352e-07
41.56,1.71136e-07
41.57,-8.7374e-08
41.58,-1.22513e-07
41.59,7.0977e-08
41.6,4.42276e-07
41.61,6.54243e-07
41.62,5.73563e-07
41.63,-4.5942e-08
41.64,-6.03052e-07
41.65,-5.73782e-07
41.66,-9.22413e-07
41.67,-1.36922e-06
41.68,-1.24167e-06
41.69,-1.11361e-06
41.7,-9.85153e-07
41.71,-8.90614e-07
41.72,-9.14375e-07
41.73,-1.09301e-06
41.74,-9.56111e-07
41.75,-8.19545e-07
