time,Nodes1Paths2.VotingSlave_1.PTP_Stack[2].offsetFromMaster:vector
0,0
0,0
0.340028504403,0.00500067
0.355652506118,0
0.371269118623,5e-08
0.386895284811,-7e-09
0.402523845939,-4.57e-07
0.41814604326,-5.41e-07
0.433773902445,-4.72e-07
0.449405426686,-3.32e-07
0.465015235351,-2.75e-07
0.480641549781,-2.3e-07
0.496277502649,-3.05e-07
0.511897761252,-1.7e-07
0.52752871882,-1.93e-07
0.543152466928,-1.29e-07
0.558768637606,-1.94e-07
0.574405701744,-5.5e-08
0.590036688497,-8.2e-08
0.605649150265,-2.2e-08
0.621272083518,-6.5e-08
0.636914230274,-6.8e-08
0.652527474861,-1e-09
0.66814739684,-1.01e-07
0.683772706361,-4.9e-08
0.699409746928,1.5e-08
0.715021559374,-3.2e-08
0.730642851993,1.3e-08
0.746275431885,-9.6e-08
0.761902116546,-4.6e-08
0.777518353186,-4e-08
0.793146817301,-8.5e-08
0.808771082065,3.7e-08
0.824412754664,-3e-09
0.840011871922,-2e-09
0.855651156953,-7e-09
0.871266956351,4.5e-08
0.886898467672,3.6e-08
0.902514080406,-2.8e-08
0.918146743146,-2.2e-08
0.933771441515,-1.7e-08
0.949417945087,3.3e-08
0.965022841883,-1.3e-08
0.98065326078,-6.9e-08
0.996278088322,4.8e-08
1.011919372986,-5e-08
1.027528010249,-6.2e-08
1.043147581756,3e-09
1.058790466824,7.2e-08
1.074412684226,1.7e-08
1.090026756893,-4.9e-08
1.105648044947,1.09e-07
1.121270176238,4e-08
1.136906494556,-2.4e-08
1.152519448584,1.2e-08
1.168161473589,-8.9e-08
1.183780644353,-4e-08
1.199406988287,-8.3e-08
1.215016706128,-1.7e-08
1.230651574224,-8e-09
1.246268178092,4.8e-08
1.261913265097,9e-08
1.277520243125,3.6e-08
1.293152288591,7.7e-08
1.308772703808,-8.7e-08
1.324403831421,-4e-08
1.34001881988,-3.7e-08
1.355660842268,-9e-08
1.371278201991,1.6e-08
1.386906166888,3e-08
1.402524908419,-1.6e-08
1.418151103388,2.7e-08
1.433776742785,-3.5e-08
1.449410936929,-3.5e-08
1.465025897142,-2.9e-08
1.480652918345,-5e-09
1.496273075909,2e-09
1.511909787426,6.3e-08
1.527523240023,4e-09
1.5431529071,4.4e-08
1.558780530675,3e-08
1.57440398344,-2.2e-08
1.590020927739,-3.4e-08
1.605649743061,-4.2e-08
1.621273838472,1.5e-08
1.636915081826,-2.9e-08
1.652525878216,-3.5e-08
1.668154142075,-3.5e-08
1.683779785561,1.5e-08
1.699402292799,9e-09
1.715028631499,5e-09
1.730653265819,2.1e-08
1.746278264662,-2.5e-08
1.761907708758,1.9e-08
