time,Nodes1Paths2.timeDiffObserver_Voted.ScaledTimeDiff:vector
35.13,1.34971e-07
35.14,1.3421e-07
35.15,1.34071e-07
35.16,1.36435e-07
35.17,1.36865e-07
35.18,1.36526e-07
35.19,1.36976e-07
35.2,1.41527e-07
35.21,1.45131e-07
35.22,1.45512e-07
35.23,1.43282e-07
35.24,1.41717e-07
35.25,1.40784e-07
35.26,1.40027e-07
35.27,1.40438e-07
35.28,1.41998e-07
35.29,1.40958e-07
35.3,1.43348e-07
35.31,1.47308e-07
35.32,1.50344e-07
35.33,1.49099e-07
35.34,1.40769e-07
35.35,1.44866e-07
35.36,1.46192e-07
35.37,1.37053e-07
35.38,1.37384e-07
35.39,1.37996e-07
35.4,1.34957e-07
35.41,1.36472e-07
35.42,1.39569e-07
35.43,1.42417e-07
35.44,1.44317e-07
35.45,1.43288e-07
35.46,1.42258e-07
35.47,1.40614e-07
35.48,1.39784e-07
35.49,1.42885e-07
35.5,1.48093e-07
35.51,1.52093e-07
35.52,1.50741e-07
35.53,1.48558e-07
35.54,1.46766e-07
35.55,1.45469e-07
35.56,1.46332e-07
35.57,1.50793e-07
35.58,1.51682e-07
35.59,1.49752e-07
35.6,1.48902e-07
35.61,1.48116e-07
35.62,1.47387e-07
35.63,1.45401e-07
35.64,1.43465e-07
35.65,1.48026e-07
35.66,1.51958e-07
35.67,1.52713e-07
35.68,1.57373e-07
35.69,1.61042e-07
35.7,1.60112e-07
35.71,1.63973e-07
35.72,1.647e-07
35.73,1.6227e-07
35.74,1.62108e-07
35.75,1.64207e-07
35.76,1.60814e-07
35.77,1.62018e-07
35.78,1.63677e-07
35.79,1.59748e-07
35.8,1.56159e-07
35.81,1.53164e-07
35.82,1.512e-07
35.83,1.49394e-07
35.84,1.47764e-07
35.85,1.52011e-07
35.86,1.55856e-07
35.87,1.58531e-07
35.88,1.56662e-07
35.89,1.55397e-07
35.9,1.56449e-07
35.91,1.57889e-07
35.92,1.58444e-07
35.93,1.54114e-07
35.94,1.5101e-07
35.95,1.4998e-07
35.96,1.47459e-07
35.97,1.46112e-07
35.98,1.47172e-07
35.99,1.48343e-07
36,1.49305e-07
36.01,1.52452e-07
36.02,1.50804e-07
36.03,1.48857e-07
36.04,1.50517e-07
36.05,1.50099e-07
36.06,1.48223e-07
36.07,1.49924e-07
36.08,1.49927e-07
36.09,1.46397e-07
36.1,1.47074e-07
36.11,1.45644e-07
36.12,1.44312e-07
36.13,1.47339e-07
36.14,1.51001e-07
36.15,1.54152e-07
36.16,1.55536e-07
36.17,1.53096e-07
36.18,1.50166e-07
36.19,1.48851e-07
36.2,1.53237e-07
36.21,1.61197e-07
36.22,1.63775e-07
36.23,1.65635e-07
36.24,1.65466e-07
36.25,1.65265e-07
36.26,1.68826e-07
36.27,1.68021e-07
36.28,1.68634e-07
36.29,1.6527e-07
36.3,1.60998e-07
36.31,1.57269e-07
36.32,1.54993e-07
36.33,1.50777e-07
36.34,1.44447e-07
36.35,1.40812e-07
36.36,1.40974e-07
36.37,1.46732e-07
36.38,1.4851e-07
36.39,1.44471e-07
36.4,1.45243e-07
36.41,1.46985e-07
36.42,1.46184e-07
36.43,1.48145e-07
36.44,1.48157e-07
36.45,1.47621e-07
36.46,1.46969e-07
36.47,1.46098e-07
36.48,1.43068e-07
36.49,1.40124e-07
36.5,1.40095e-07
36.51,1.49172e-07
36.52,1.57319e-07
36.53,1.60688e-07
36.54,1.54762e-07
36.55,1.50219e-07
36.56,1.53978e-07
36.57,1.57226e-07
36.58,1.56385e-07
36.59,1.58945e-07
36.6,1.55178e-07
36.61,1.49032e-07
36.62,1.40403e-07
36.63,1.39204e-07
36.64,1.36765e-07
36.65,1.35429e-07
36.66,1.37208e-07
36.67,1.415e-07
36.68,1.48161e-07
36.69,1.51844e-07
36.7,1.54904e-07
36.71,1.57126e-07
36.72,1.58356e-07
36.73,1.59016e-07
36.74,1.59304e-07
36.75,1.59175e-07
36.76,1.55221e-07
36.77,1.52135e-07
36.78,1.51869e-07
36.79,1.55729e-07
36.8,1.57149e-07
36.81,1.56968e-07
36.82,1.56071e-07
36.83,1.56797e-07
36.84,1.56857e-07
36.85,1.55513e-07
36.86,1.56142e-07
36.87,1.56202e-07
36.88,1.59624e-07
36.89,1.6249e-07
36.9,1.62121e-07
36.91,1.60387e-07
36.92,1.55418e-07
36.93,1.53089e-07
36.94,1.51009e-07
36.95,1.49365e-07
36.96,1.49642e-07
36.97,1.5007e-07
36.98,1.4834e-07
36.99,1.51684e-07
37,1.49901e-07
37.01,1.45843e-07
37.02,1.464e-07
37.03,1.48361e-07
37.04,1.50086e-07
37.05,1.49151e-07
37.06,1.46663e-07
37.07,1.46019e-07
37.08,1.44798e-07
37.09,1.44368e-07
37.1,1.40935e-07
37.11,1.37792e-07
37.12,1.32052e-07
37.13,1.28834e-07
37.14,1.30085e-07
37.15,1.31738e-07
37.16,1.32043e-07
37.17,1.33007e-07
37.18,1.33696e-07
37.19,1.3326e-07
37.2,1.33462e-07
37.21,1.277e-07
37.22,1.22174e-07
37.23,1.22224e-07
37.24,1.22276e-07
37.25,1.20544e-07
37.26,1.15805e-07
37.27,1.19983e-07
37.28,1.2594e-07
37.29,1.2776e-07
37.3,1.25296e-07
37.31,1.21309e-07
37.32,1.26465e-07
37.33,1.32742e-07
37.34,1.33792e-07
37.35,1.32966e-07
37.36,1.32418e-07
37.37,1.32379e-07
37.38,1.37258e-07
37.39,1.42711e-07
37.4,1.46049e-07
37.41,1.48868e-07
37.42,1.51017e-07
37.43,1.50887e-07
37.44,1.51072e-07
37.45,1.51183e-07
37.46,1.45151e-07
37.47,1.41304e-07
37.48,1.39674e-07
37.49,1.38179e-07
37.5,1.3684e-07
37.51,1.41601e-07
37.52,1.4049e-07
37.53,1.35352e-07
37.54,1.3783e-07
37.55,1.35404e-07
37.56,1.30732e-07
37.57,1.34218e-07
37.58,1.37284e-07
37.59,1.37734e-07
37.6,1.37298e-07
37.61,1.34684e-07
37.62,1.3197e-07
37.63,1.33731e-07
37.64,1.35557e-07
37.65,1.30217e-07
37.66,1.29133e-07
37.67,1.31195e-07
37.68,1.37202e-07
37.69,1.38699e-07
37.7,1.37266e-07
37.71,1.39709e-07
37.72,1.43476e-07
37.73,1.43246e-07
37.74,1.41886e-07
37.75,1.40047e-07
37.76,1.393e-07
37.77,1.38697e-07
37.78,1.38428e-07
37.79,1.37259e-07
37.8,1.38517e-07
37.81,1.40868e-07
37.82,1.3943e-07
37.83,1.38397e-07
37.84,1.41947e-07
37.85,1.43158e-07
37.86,1.40423e-07
37.87,1.38645e-07
37.88,1.37128e-07
37.89,1.3579e-07
37.9,1.30461e-07
37.91,1.31571e-07
37.92,1.35222e-07
37.93,1.34321e-07
37.94,1.3129e-07
37.95,1.27304e-07
37.96,1.29446e-07
37.97,1.32139e-07
37.98,1.42989e-07
37.99,1.36972e-07
38,1.33078e-07
38.01,1.36499e-07
38.02,1.36289e-07
38.03,1.35151e-07
38.04,1.33271e-07
38.05,1.35086e-07
38.06,1.39687e-07
38.07,1.48147e-07
38.08,1.5338e-07
38.09,1.5474e-07
38.1,1.52303e-07
38.11,1.50274e-07
38.12,1.47757e-07
38.13,1.47652e-07
38.14,1.50397e-07
38.15,1.53658e-07
38.16,1.52919e-07
38.17,1.50994e-07
38.18,1.45843e-07
38.19,1.45468e-07
38.2,1.49831e-07
38.21,1.49203e-07
38.22,1.48349e-07
38.23,1.46819e-07
38.24,1.45478e-07
38.25,1.44149e-07
38.26,1.47456e-07
38.27,1.46678e-07
38.28,1.44349e-07
38.29,1.46176e-07
38.3,1.48185e-07
38.31,1.46195e-07
38.32,1.49755e-07
38.33,1.50503e-07
38.34,1.52763e-07
38.35,1.53545e-07
38.36,1.51777e-07
38.37,1.48998e-07
38.38,1.48074e-07
38.39,1.50569e-07
38.4,1.5114e-07
38.41,1.52107e-07
38.42,1.56067e-07
38.43,1.59521e-07
38.44,1.62468e-07
38.45,1.63528e-07
38.46,1.6405e-07
38.47,1.63959e-07
38.48,1.61629e-07
38.49,1.59581e-07
38.5,1.56585e-07
38.51,1.5172e-07
38.52,1.50989e-07
38.53,1.52141e-07
38.54,1.51912e-07
38.55,1.51372e-07
38.56,1.49544e-07
38.57,1.48442e-07
38.58,1.47714e-07
38.59,1.46984e-07
38.6,1.43256e-07
38.61,1.40846e-07
38.62,1.45107e-07
38.63,1.47361e-07
38.64,1.488e-07
38.65,1.4886e-07
38.66,1.48922e-07
38.67,1.4791e-07
38.68,1.42181e-07
38.69,1.40003e-07
38.7,1.4002e-07
38.71,1.46373e-07
38.72,1.56012e-07
38.73,1.56972e-07
38.74,1.57134e-07
38.75,1.54896e-07
38.76,1.48628e-07
38.77,1.44436e-07
38.78,1.41903e-07
38.79,1.39288e-07
38.8,1.37006e-07
38.81,1.35342e-07
38.82,1.3483e-07
38.83,1.34299e-07
38.84,1.29159e-07
38.85,1.27339e-07
38.86,1.29647e-07
38.87,1.30204e-07
38.88,1.29875e-07
38.89,1.29336e-07
38.9,1.28881e-07
38.91,1.28668e-07
38.92,1.29019e-07
38.93,1.28797e-07
38.94,1.30635e-07
38.95,1.34251e-07
38.96,1.37308e-07
38.97,1.40252e-07
38.98,1.45212e-07
38.99,1.42612e-07
39,1.39767e-07
39.01,1.43548e-07
39.02,1.45933e-07
39.03,1.44978e-07
39.04,1.44549e-07
39.05,1.44159e-07
39.06,1.47221e-07
39.07,1.4995e-07
39.08,1.52236e-07
39.09,1.52006e-07
39.1,1.51677e-07
39.11,1.50788e-07
39.12,1.48156e-07
39.13,1.45691e-07
39.14,1.43462e-07
39.15,1.45557e-07
39.16,1.43469e-07
39.17,1.37238e-07
39.18,1.38018e-07
39.19,1.37872e-07
39.2,1.35314e-07
39.21,1.36582e-07
39.22,1.42774e-07
39.23,1.52134e-07
39.24,1.50999e-07
39.25,1.495e-07
39.26,1.43293e-07
39.27,1.38646e-07
39.28,1.40002e-07
39.29,1.49463e-07
39.3,1.52345e-07
39.31,1.52015e-07
39.32,1.52738e-07
39.33,1.51207e-07
39.34,1.47477e-07
39.35,1.42146e-07
39.36,1.34908e-07
39.37,1.38168e-07
39.38,1.37452e-07
39.39,1.36321e-07
39.4,1.35271e-07
39.41,1.37936e-07
39.42,1.40538e-07
39.43,1.43277e-07
39.44,1.44966e-07
39.45,1.38726e-07
39.46,1.34342e-07
39.47,1.31951e-07
39.48,1.30311e-07
39.49,1.28859e-07
39.5,1.27867e-07
39.51,1.26807e-07
39.52,1.26017e-07
39.53,1.26066e-07
39.54,1.34499e-07
39.55,1.42752e-07
39.56,1.42766e-07
39.57,1.41507e-07
39.58,1.40808e-07
39.59,1.38268e-07
39.6,1.38998e-07
39.61,1.40286e-07
39.62,1.38647e-07
39.63,1.3282e-07
39.64,1.2802e-07
39.65,1.31026e-07
39.66,1.33464e-07
39.67,1.33114e-07
39.68,1.36365e-07
39.69,1.37203e-07
39.7,1.35864e-07
39.71,1.3879e-07
39.72,1.39848e-07
39.73,1.38308e-07
39.74,1.36116e-07
39.75,1.35734e-07
39.76,1.35104e-07
39.77,1.36009e-07
39.78,1.39762e-07
39.79,1.42427e-07
39.8,1.41533e-07
39.81,1.38095e-07
39.82,1.35978e-07
39.83,1.34963e-07
39.84,1.32223e-07
39.85,1.27501e-07
39.86,1.21063e-07
39.87,1.26589e-07
39.88,1.28374e-07
39.89,1.29576e-07
39.9,1.29361e-07
39.91,1.32356e-07
39.92,1.35967e-07
39.93,1.34927e-07
39.94,1.33951e-07
39.95,1.33296e-07
39.96,1.33744e-07
39.97,1.31971e-07
39.98,1.31931e-07
39.99,1.33175e-07
40,1.32435e-07
40.01,1.31696e-07
40.02,1.29175e-07
40.03,1.29696e-07
40.04,1.32447e-07
40.05,1.32151e-07
40.06,1.27112e-07
40.07,1.25181e-07
40.08,1.25011e-07
40.09,1.24971e-07
40.1,1.24932e-07
40.11,1.26791e-07
40.12,1.31741e-07
40.13,1.34666e-07
40.14,1.39679e-07
40.15,1.4483e-07
40.16,1.47525e-07
40.17,1.47031e-07
40.18,1.44763e-07
40.19,1.42574e-07
40.2,1.40706e-07
40.21,1.39968e-07
40.22,1.43868e-07
40.23,1.53128e-07
40.24,1.51441e-07
40.25,1.47463e-07
40.26,1.41624e-07
40.27,1.41264e-07
40.28,1.42633e-07
40.29,1.43183e-07
40.3,1.42812e-07
40.31,1.40941e-07
40.32,1.40202e-07
40.33,1.39474e-07
40.34,1.38834e-07
40.35,1.41784e-07
40.36,1.44274e-07
40.37,1.45556e-07
40.38,1.47283e-07
40.39,1.49774e-07
40.4,1.51264e-07
40.41,1.57781e-07
40.42,1.64787e-07
40.43,1.61229e-07
40.44,1.5665e-07
40.45,1.4922e-07
40.46,1.45429e-07
40.47,1.44126e-07
40.48,1.43786e-07
40.49,1.42045e-07
40.5,1.42347e-07
40.51,1.46369e-07
40.52,1.48723e-07
40.53,1.49072e-07
40.54,1.52432e-07
40.55,1.53379e-07
40.56,1.52609e-07
40.57,1.46373e-07
40.58,1.44476e-07
40.59,1.47436e-07
40.6,1.47558e-07
40.61,1.48137e-07
40.62,1.52497e-07
40.63,1.56248e-07
40.64,1.59507e-07
40.65,1.61867e-07
40.66,1.6393e-07
40.67,1.65669e-07
40.68,1.6643e-07
40.69,1.64149e-07
40.7,1.59985e-07
40.71,1.53682e-07
40.72,1.48547e-07
40.73,1.47717e-07
40.74,1.509e-07
40.75,1.54014e-07
40.76,1.51564e-07
40.77,1.48741e-07
40.78,1.46162e-07
40.79,1.44047e-07
40.8,1.42934e-07
40.81,1.44955e-07
40.82,1.38584e-07
40.83,1.30743e-07
40.84,1.30203e-07
40.85,1.30089e-07
40.86,1.30296e-07
40.87,1.30447e-07
40.88,1.34177e-07
40.89,1.3557e-07
40.9,1.30131e-07
40.91,1.28989e-07
40.92,1.29656e-07
40.93,1.33547e-07
40.94,1.40111e-07
40.95,1.43472e-07
40.96,1.44202e-07
40.97,1.46006e-07
40.98,1.50666e-07
40.99,1.52486e-07
41,1.52792e-07
41.01,1.53253e-07
41.02,1.52217e-07
41.03,1.50039e-07
41.04,1.48745e-07
41.05,1.49171e-07
41.06,1.48737e-07
41.07,1.4937e-07
41.08,1.50255e-07
41.09,1.49325e-07
41.1,1.49536e-07
41.11,1.47558e-07
41.12,1.5086e-07
41.13,1.49327e-07
41.14,1.46908e-07
41.15,1.4128e-07
41.16,1.35718e-07
41.17,1.33013e-07
41.18,1.37164e-07
41.19,1.40057e-07
41.2,1.3937e-07
41.21,1.3625e-07
41.22,1.3362e-07
41.23,1.4177e-07
41.24,1.46568e-07
41.25,1.4711e-07
41.26,1.46481e-07
41.27,1.49891e-07
41.28,1.5408e-07
41.29,1.5774e-07
41.3,1.612e-07
41.31,1.63293e-07
41.32,1.64254e-07
41.33,1.64588e-07
41.34,1.59658e-07
41.35,1.55481e-07
41.36,1.53579e-07
41.37,1.50747e-07
41.38,1.47961e-07
41.39,1.46643e-07
41.4,1.49304e-07
41.41,1.49958e-07
41.42,1.51817e-07
41.43,1.5406e-07
41.44,1.56595e-07
41.45,1.5929e-07
41.46,1.56201e-07
41.47,1.52975e-07
41.48,1.55035e-07
41.49,1.53072e-07
41.5,1.50043e-07
41.51,1.42912e-07
41.52,1.37534e-07
41.53,1.37418e-07
41.54,1.42769e-07
41.55,1.44447e-07
41.56,1.44709e-07
41.57,1.4927e-07
41.58,1.50341e-07
41.59,1.48511e-07
41.6,1.46551e-07
41.61,1.46139e-07
41.62,1.49e-07
41.63,1.49597e-07
41.64,1.47449e-07
41.65,1.49304e-07
41.66,1.51549e-07
41.67,1.53289e-07
41.68,1.5046e-07
41.69,1.47697e-07
41.7,1.45267e-07
41.71,1.46535e-07
41.72,1.49756e-07
41.73,1.48226e-07
41.74,1.48586e-07
41.75,1.5084e-07
41.76,1.50952e-07
41.77,1.49878e-07
41.78,1.49739e-07
41.79,1.51999e-07
41.8,1.54148e-07
41.81,1.56109e-07
41.82,1.553e-07
41.83,1.53339e-07
41.84,1.55199e-07
41.85,1.57805e-07
41.86,1.59843e-07
41.87,1.51572e-07
41.88,1.4601e-07
41.89,1.44629e-07
41.9,1.47622e-07
41.91,1.48424e-07
41.92,1.45342e-07
41.93,1.41059e-07
41.94,1.42063e-07
41.95,1.45145e-07
41.96,1.42206e-07
41.97,1.40225e-07
41.98,1.39485e-07
41.99,1.4105e-07
42,1.45404e-07
42.01,1.49309e-07
42.02,1.52106e-07
42.03,1.54293e-07
42.04,1.56254e-07
42.05,1.54774e-07
42.06,1.51681e-07
42.07,1.4958e-07
42.08,1.47865e-07
42.09,1.46325e-07
42.1,1.48177e-07
42.11,1.46267e-07
42.12,1.37928e-07
42.13,1.32204e-07
42.14,1.28467e-07
42.15,1.28158e-07
42.16,1.32248e-07
42.17,1.38213e-07
42.18,1.39314e-07
42.19,1.36867e-07
42.2,1.36527e-07
42.21,1.36602e-07
42.22,1.37221e-07
42.23,1.47581e-07
42.24,1.54634e-07
42.25,1.57698e-07
42.26,1.60258e-07
42.27,1.62324e-07
42.28,1.63784e-07
42.29,1.58955e-07
42.3,1.54606e-07
42.31,1.50563e-07
42.32,1.47133e-07
42.33,1.43984e-07
42.34,1.41054e-07
42.35,1.4411e-07
42.36,1.46981e-07
42.37,1.49655e-07
42.38,1.50557e-07
42.39,1.50691e-07
42.4,1.54752e-07
42.41,1.53593e-07
42.42,1.51969e-07
42.43,1.49636e-07
42.44,1.47178e-07
42.45,1.45714e-07
42.46,1.45284e-07
42.47,1.44856e-07
42.48,1.44426e-07
42.49,1.43376e-07
42.5,1.42347e-07
42.51,1.42858e-07
42.52,1.4288e-07
42.53,1.42751e-07
42.54,1.3806e-07
42.55,1.33376e-07
42.56,1.32976e-07
42.57,1.32136e-07
42.58,1.33164e-07
42.59,1.27324e-07
42.6,1.27106e-07
42.61,1.29543e-07
42.62,1.29103e-07
42.63,1.28665e-07
42.64,1.29698e-07
42.65,1.34879e-07
42.66,1.39866e-07
42.67,1.43485e-07
42.68,1.42594e-07
42.69,1.41644e-07
42.7,1.4082e-07
42.71,1.43022e-07
42.72,1.46787e-07
42.73,1.45457e-07
42.74,1.48805e-07
42.75,1.52766e-07
42.76,1.55645e-07
42.77,1.57916e-07
42.78,1.58012e-07
42.79,1.53683e-07
42.8,1.51577e-07
42.81,1.47686e-07
42.82,1.42631e-07
42.83,1.4454e-07
42.84,1.478e-07
42.85,1.44708e-07
42.86,1.4197e-07
42.87,1.40227e-07
42.88,1.43801e-07
42.89,1.44176e-07
42.9,1.38747e-07
42.91,1.37112e-07
42.92,1.35984e-07
42.93,1.39382e-07
42.94,1.43831e-07
42.95,1.47691e-07
42.96,1.40519e-07
42.97,1.36324e-07
42.98,1.35194e-07
42.99,1.34908e-07
43,1.36285e-07
43.01,1.41045e-07
43.02,1.44511e-07
43.03,1.47771e-07
43.04,1.51331e-07
43.05,1.53863e-07
43.06,1.55522e-07
43.07,1.56861e-07
43.08,1.59484e-07
43.09,1.61744e-07
43.1,1.53762e-07
43.11,1.49867e-07
43.12,1.52228e-07
43.13,1.5381e-07
43.14,1.55872e-07
43.15,1.54292e-07
43.16,1.55869e-07
43.17,1.57736e-07
43.18,1.55207e-07
43.19,1.50282e-07
43.2,1.42552e-07
43.21,1.43861e-07
43.22,1.44382e-07
43.23,1.44052e-07
43.24,1.4415e-07
43.25,1.44611e-07
43.26,1.45071e-07
43.27,1.43761e-07
43.28,1.39132e-07
43.29,1.36938e-07
43.3,1.4195e-07
43.31,1.4981e-07
43.32,1.44633e-07
43.33,1.38586e-07
43.34,1.36956e-07
43.35,1.35827e-07
43.36,1.36868e-07
43.37,1.35869e-07
43.38,1.34782e-07
43.39,1.34972e-07
43.4,1.38933e-07
43.41,1.39144e-07
43.42,1.37615e-07
43.43,1.36231e-07
43.44,1.35027e-07
43.45,1.33909e-07
43.46,1.34525e-07
43.47,1.31715e-07
43.48,1.35675e-07
43.49,1.34878e-07
43.5,1.35859e-07
43.51,1.39882e-07
43.52,1.41389e-07
43.53,1.41196e-07
43.54,1.45356e-07
43.55,1.45166e-07
43.56,1.43215e-07
43.57,1.42963e-07
43.58,1.44106e-07
43.59,1.47166e-07
43.6,1.47101e-07
43.61,1.4598e-07
43.62,1.4285e-07
43.63,1.41588e-07
43.64,1.40879e-07
43.65,1.45084e-07
43.66,1.45202e-07
43.67,1.43277e-07
43.68,1.41741e-07
43.69,1.4003e-07
43.7,1.38418e-07
43.71,1.37089e-07
43.72,1.36059e-07
43.73,1.31529e-07
43.74,1.35332e-07
43.75,1.39834e-07
43.76,1.43395e-07
43.77,1.4702e-07
43.78,1.52847e-07
43.79,1.55291e-07
43.8,1.57859e-07
43.81,1.61056e-07
43.82,1.6315e-07
43.83,1.64756e-07
43.84,1.65616e-07
43.85,1.6637e-07
43.86,1.67031e-07
43.87,1.62835e-07
43.88,1.58993e-07
43.89,1.55518e-07
43.9,1.52473e-07
43.91,1.49983e-07
43.92,1.47092e-07
43.93,1.48389e-07
43.94,1.50176e-07
43.95,1.47647e-07
43.96,1.55257e-07
43.97,1.60244e-07
43.98,1.61604e-07
43.99,1.59886e-07
44,1.5729e-07
44.01,1.57261e-07
44.02,1.5337e-07
44.03,1.5011e-07
44.04,1.51734e-07
44.05,1.51352e-07
44.06,1.54512e-07
44.07,1.53588e-07
44.08,1.50608e-07
44.09,1.47878e-07
44.1,1.46308e-07
44.11,1.44879e-07
44.12,1.4452e-07
44.13,1.41805e-07
44.14,1.37728e-07
44.15,1.42876e-07
44.16,1.412e-07
44.17,1.37741e-07
44.18,1.42139e-07
44.19,1.43605e-07
44.2,1.4362e-07
44.21,1.46823e-07
44.22,1.47444e-07
44.23,1.45914e-07
44.24,1.43114e-07
44.25,1.401e-07
44.26,1.38471e-07
44.27,1.36124e-07
44.28,1.34094e-07
44.29,1.33636e-07
44.3,1.34652e-07
44.31,1.39205e-07
44.32,1.38675e-07
44.33,1.41003e-07
44.34,1.46163e-07
44.35,1.46968e-07
44.36,1.48117e-07
44.37,1.52478e-07
44.38,1.55533e-07
44.39,1.56303e-07
44.4,1.52174e-07
44.41,1.48372e-07
44.42,1.45224e-07
44.43,1.47284e-07
44.44,1.48554e-07
44.45,1.52815e-07
44.46,1.54089e-07
44.47,1.53265e-07
44.48,1.50335e-07
44.49,1.48391e-07
44.5,1.4644e-07
44.51,1.39643e-07
44.52,1.37927e-07
44.53,1.37924e-07
44.54,1.37395e-07
44.55,1.36913e-07
44.56,1.36103e-07
44.57,1.34177e-07
44.58,1.36469e-07
44.59,1.41229e-07
44.6,1.44532e-07
44.61,1.46034e-07
44.62,1.44705e-07
44.63,1.44249e-07
44.64,1.41997e-07
44.65,1.43558e-07
44.66,1.45097e-07
44.67,1.45414e-07
44.68,1.41585e-07
44.69,1.35017e-07
44.7,1.27144e-07
44.71,1.26183e-07
44.72,1.26164e-07
44.73,1.30914e-07
44.74,1.34919e-07
44.75,1.38899e-07
44.76,1.44259e-07
44.77,1.47517e-07
44.78,1.49467e-07
44.79,1.48701e-07
44.8,1.46384e-07
44.81,1.43428e-07
44.82,1.43753e-07
44.83,1.45611e-07
44.84,1.48571e-07
44.85,1.51364e-07
44.86,1.56325e-07
44.87,1.55745e-07
44.88,1.54946e-07
44.89,1.55381e-07
44.9,1.61541e-07
44.91,1.64892e-07
44.92,1.65753e-07
44.93,1.65461e-07
44.94,1.64442e-07
44.95,1.64503e-07
44.96,1.61637e-07
44.97,1.59148e-07
44.98,1.59018e-07
44.99,1.60066e-07
45,1.62427e-07
45.01,1.61607e-07
45.02,1.60037e-07
45.03,1.63198e-07
45.04,1.61494e-07
45.05,1.59169e-07
45.06,1.56478e-07
45.07,1.53348e-07
45.08,1.50869e-07
45.09,1.48239e-07
45.1,1.4092e-07
45.11,1.33765e-07
45.12,1.34224e-07
45.13,1.32015e-07
45.14,1.3019e-07
45.15,1.33888e-07
45.16,1.37952e-07
45.17,1.42087e-07
45.18,1.46508e-07
45.19,1.46113e-07
45.2,1.43014e-07
45.21,1.43447e-07
45.22,1.39753e-07
45.23,1.32323e-07
45.24,1.30721e-07
45.25,1.31553e-07
45.26,1.35014e-07
45.27,1.39005e-07
45.28,1.45165e-07
45.29,1.5054e-07
45.3,1.5646e-07
45.31,1.64587e-07
45.32,1.58414e-07
45.33,1.54377e-07
45.34,1.56237e-07
45.35,1.52463e-07
45.36,1.48385e-07
45.37,1.46795e-07
45.38,1.47729e-07
45.39,1.5219e-07
45.4,1.54786e-07
45.41,1.5247e-07
45.42,1.50409e-07
45.43,1.5163e-07
45.44,1.52852e-07
45.45,1.48322e-07
45.46,1.44572e-07
45.47,1.41402e-07
45.48,1.37972e-07
45.49,1.4033e-07
45.5,1.4072e-07
45.51,1.42355e-07
45.52,1.44961e-07
45.53,1.46372e-07
45.54,1.42998e-07
45.55,1.38706e-07
45.56,1.35709e-07
45.57,1.37072e-07
45.58,1.41918e-07
45.59,1.49678e-07
45.6,1.4225e-07
45.61,1.36619e-07
45.62,1.35366e-07
45.63,1.37863e-07
45.64,1.40724e-07
45.65,1.40623e-07
45.66,1.41003e-07
45.67,1.45299e-07
45.68,1.4986e-07
45.69,1.52925e-07
45.7,1.51387e-07
45.71,1.54867e-07
45.72,1.58586e-07
45.73,1.61146e-07
45.74,1.624e-07
45.75,1.63486e-07
45.76,1.64447e-07
45.77,1.61755e-07
45.78,1.57826e-07
45.79,1.57504e-07
45.8,1.57292e-07
45.81,1.53793e-07
45.82,1.49164e-07
45.83,1.46407e-07
45.84,1.48167e-07
45.85,1.4495e-07
45.86,1.42894e-07
45.87,1.42755e-07
45.88,1.41232e-07
45.89,1.4172e-07
45.9,1.46123e-07
45.91,1.42448e-07
45.92,1.37148e-07
45.93,1.37245e-07
45.94,1.40293e-07
45.95,1.4522e-07
45.96,1.44292e-07
45.97,1.44934e-07
45.98,1.47894e-07
45.99,1.45897e-07
46,1.46135e-07
46.01,1.49551e-07
46.02,1.51515e-07
46.03,1.50485e-07
46.04,1.52748e-07
46.05,1.54369e-07
46.06,1.50641e-07
46.07,1.46976e-07
46.08,1.45714e-07
46.09,1.43684e-07
46.1,1.43507e-07
46.11,1.44762e-07
46.12,1.44597e-07
46.13,1.45007e-07
46.14,1.47794e-07
46.15,1.46404e-07
46.16,1.44671e-07
46.17,1.43016e-07
46.18,1.39487e-07
46.19,1.404e-07
46.2,1.42554e-07
46.21,1.38325e-07
46.22,1.37601e-07
46.23,1.40461e-07
46.24,1.4304e-07
46.25,1.45623e-07
46.26,1.48584e-07
46.27,1.47769e-07
46.28,1.48731e-07
46.29,1.47734e-07
46.3,1.50172e-07
46.31,1.5389e-07
46.32,1.5266e-07
46.33,1.51473e-07
46.34,1.50443e-07
46.35,1.51798e-07
46.36,1.54046e-07
46.37,1.57807e-07
46.38,1.5813e-07
46.39,1.60591e-07
46.4,1.59414e-07
46.41,1.55606e-07
46.42,1.5366e-07
46.43,1.52926e-07
46.44,1.51663e-07
46.45,1.50045e-07
46.46,1.53544e-07
46.47,1.52249e-07
46.48,1.50019e-07
46.49,1.53652e-07
46.5,1.55538e-07
46.51,1.52524e-07
46.52,1.49605e-07
46.53,1.47076e-07
46.54,1.4486e-07
46.55,1.46383e-07
46.56,1.49445e-07
46.57,1.42015e-07
46.58,1.40757e-07
46.59,1.45117e-07
46.6,1.47981e-07
46.61,1.50799e-07
46.62,1.4919e-07
46.63,1.51907e-07
46.64,1.53447e-07
46.65,1.54809e-07
46.66,1.57319e-07
46.67,1.59835e-07
46.68,1.57668e-07
46.69,1.54889e-07
46.7,1.56501e-07
46.71,1.57363e-07
46.72,1.5801e-07
46.73,1.5458e-07
46.74,1.50108e-07
46.75,1.46036e-07
46.76,1.42907e-07
46.77,1.39761e-07
46.78,1.34732e-07
